score,series_ID,starters_playoff_exp_dif,bench_playoff_exp_dif,at_home,team,reg_season_points,opp_reg_season_pa,year,starters_playoff_exp_quartile,total_playoff_exp_quartile
103,359,1147,-2666,1,Portland Trail Blazers,97.5,92.3,2000,3,2
84,359,1147,-2666,0,Portland Trail Blazers,97.5,92.3,2000,3,2
89,359,-1147,2666,1,Los Angeles Lakers,100.8,91.0,2000,2,3
106,331,-8437,-326,0,Charlotte Hornets,91.9,89.8,2001,1,1
80,331,8437,326,1,Miami Heat,88.9,89.8,2001,4,4
102,331,-8437,-326,0,Charlotte Hornets,91.9,89.8,2001,1,1
76,331,8437,326,1,Miami Heat,88.9,89.8,2001,4,4
79,331,8437,326,0,Miami Heat,88.9,89.8,2001,4,4
94,331,-8437,-326,1,Charlotte Hornets,91.9,89.8,2001,1,1
90,332,-2689,-556,0,Orlando Magic,97.5,96.9,2001,2,2
103,332,2689,556,1,Milwaukee Bucks,100.7,96.5,2001,3,3
96,332,-2689,-556,0,Orlando Magic,97.5,96.9,2001,2,2
103,332,2689,556,1,Milwaukee Bucks,100.7,96.5,2001,3,3
116,332,2689,556,0,Milwaukee Bucks,100.7,96.5,2001,3,3
121,332,-2689,-556,1,Orlando Magic,97.5,96.9,2001,2,2
112,332,2689,556,0,Milwaukee Bucks,100.7,96.5,2001,3,3
104,332,-2689,-556,1,Orlando Magic,97.5,96.9,2001,2,2
79,333,2625,7454,0,Indiana Pacers,92.6,90.4,2001,3,4
78,333,-2625,-7454,1,Philadelphia 76ers,94.7,92.8,2001,2,1
98,333,2625,7454,0,Indiana Pacers,92.6,90.4,2001,3,4
116,333,-2625,-7454,1,Philadelphia 76ers,94.7,92.8,2001,2,1
92,333,-2625,-7454,0,Philadelphia 76ers,94.7,92.8,2001,2,1
87,333,2625,7454,1,Indiana Pacers,92.6,90.4,2001,3,4
88,333,-2625,-7454,0,Philadelphia 76ers,94.7,92.8,2001,2,1
85,333,2625,7454,1,Indiana Pacers,92.6,90.4,2001,3,4
85,334,-1996,-2439,0,Toronto Raptors,97.6,86.1,2001,2,2
92,334,1996,2439,1,New York Knicks,88.7,95.4,2001,3,3
94,334,-1996,-2439,0,Toronto Raptors,97.6,86.1,2001,2,2
74,334,1996,2439,1,New York Knicks,88.7,95.4,2001,3,3
97,334,1996,2439,0,New York Knicks,88.7,95.4,2001,3,3
89,334,-1996,-2439,1,Toronto Raptors,97.6,86.1,2001,2,2
93,334,1996,2439,0,New York Knicks,88.7,95.4,2001,3,3
100,334,-1996,-2439,1,Toronto Raptors,97.6,86.1,2001,2,2
93,334,-1996,-2439,0,Toronto Raptors,97.6,86.1,2001,2,2
89,334,1996,2439,1,New York Knicks,88.7,95.4,2001,3,3
86,335,-15679,-3376,0,Dallas Mavericks,100.5,92.4,2001,1,1
88,335,15679,3376,1,Utah Jazz,97.1,96.2,2001,4,4
98,335,-15679,-3376,0,Dallas Mavericks,100.5,92.4,2001,1,1
109,335,15679,3376,1,Utah Jazz,97.1,96.2,2001,4,4
91,335,15679,3376,0,Utah Jazz,97.1,96.2,2001,4,4
94,335,-15679,-3376,1,Dallas Mavericks,100.5,92.4,2001,1,1
77,335,15679,3376,0,Utah Jazz,97.1,96.2,2001,4,4
107,335,-15679,-3376,1,Dallas Mavericks,100.5,92.4,2001,1,1
84,335,-15679,-3376,0,Dallas Mavericks,100.5,92.4,2001,1,1
83,335,15679,3376,1,Utah Jazz,97.1,96.2,2001,4,4
93,336,1214,5288,0,Portland Trail Blazers,95.4,97.2,2001,3,3
106,336,-1214,-5288,1,Los Angeles Lakers,100.6,97.2,2001,2,2
88,336,1214,5288,0,Portland Trail Blazers,95.4,97.2,2001,3,3
106,336,-1214,-5288,1,Los Angeles Lakers,100.6,97.2,2001,2,2
99,336,-1214,-5288,0,Los Angeles Lakers,100.6,97.2,2001,2,2
86,336,1214,5288,1,Portland Trail Blazers,95.4,97.2,2001,3,3
86,337,3035,2557,0,Phoenix Suns,94.0,95.9,2001,3,3
83,337,-3035,-2557,1,Sacramento Kings,101.7,91.8,2001,2,2
90,337,3035,2557,0,Phoenix Suns,94.0,95.9,2001,3,3
116,337,-3035,-2557,1,Sacramento Kings,101.7,91.8,2001,2,2
104,337,-3035,-2557,0,Sacramento Kings,101.7,91.8,2001,2,2
96,337,3035,2557,1,Phoenix Suns,94.0,95.9,2001,3,3
89,337,-3035,-2557,0,Sacramento Kings,101.7,91.8,2001,2,2
82,337,3035,2557,1,Phoenix Suns,94.0,95.9,2001,3,3
82,338,-5508,-6401,0,Minnesota Timberwolves,97.3,88.4,2001,1,1
87,338,5508,6401,1,San Antonio Spurs,96.2,96.0,2001,4,4
69,338,-5508,-6401,0,Minnesota Timberwolves,97.3,88.4,2001,1,1
86,338,5508,6401,1,San Antonio Spurs,96.2,96.0,2001,4,4
84,338,5508,6401,0,San Antonio Spurs,96.2,96.0,2001,4,4
93,338,-5508,-6401,1,Minnesota Timberwolves,97.3,88.4,2001,1,1
97,338,5508,6401,0,San Antonio Spurs,96.2,96.0,2001,4,4
84,338,-5508,-6401,1,Minnesota Timberwolves,97.3,88.4,2001,1,1
92,339,1476,3505,0,Charlotte Hornets,91.9,96.9,2001,3,3
104,339,-1476,-3505,1,Milwaukee Bucks,100.7,89.8,2001,2,2
90,339,1476,3505,0,Charlotte Hornets,91.9,96.9,2001,3,3
91,339,-1476,-3505,1,Milwaukee Bucks,100.7,89.8,2001,2,2
92,339,-1476,-3505,0,Milwaukee Bucks,100.7,89.8,2001,2,2
102,339,1476,3505,1,Charlotte Hornets,91.9,96.9,2001,3,3
78,339,-1476,-3505,0,Milwaukee Bucks,100.7,89.8,2001,2,2
85,339,1476,3505,1,Charlotte Hornets,91.9,96.9,2001,3,3
94,339,1476,3505,0,Charlotte Hornets,91.9,96.9,2001,3,3
86,339,-1476,-3505,1,Milwaukee Bucks,100.7,89.8,2001,2,2
104,339,-1476,-3505,0,Milwaukee Bucks,100.7,89.8,2001,2,2
97,339,1476,3505,1,Charlotte Hornets,91.9,96.9,2001,3,3
95,339,1476,3505,0,Charlotte Hornets,91.9,96.9,2001,3,3
104,339,-1476,-3505,1,Milwaukee Bucks,100.7,89.8,2001,2,2
96,340,3744,-150,0,Toronto Raptors,97.6,90.4,2001,3,3
93,340,-3744,150,1,Philadelphia 76ers,94.7,95.4,2001,2,2
92,340,3744,-150,0,Toronto Raptors,97.6,90.4,2001,3,3
97,340,-3744,150,1,Philadelphia 76ers,94.7,95.4,2001,2,2
78,340,-3744,150,0,Philadelphia 76ers,94.7,95.4,2001,2,2
102,340,3744,-150,1,Toronto Raptors,97.6,90.4,2001,3,3
84,340,-3744,150,0,Philadelphia 76ers,94.7,95.4,2001,2,2
79,340,3744,-150,1,Toronto Raptors,97.6,90.4,2001,3,3
88,340,3744,-150,0,Toronto Raptors,97.6,90.4,2001,3,3
121,340,-3744,150,1,Philadelphia 76ers,94.7,95.4,2001,2,2
89,340,-3744,150,0,Philadelphia 76ers,94.7,95.4,2001,2,2
101,340,3744,-150,1,Toronto Raptors,97.6,90.4,2001,3,3
87,340,3744,-150,0,Toronto Raptors,97.6,90.4,2001,3,3
88,340,-3744,150,1,Philadelphia 76ers,94.7,95.4,2001,2,2
105,341,-8812,-7831,0,Sacramento Kings,101.7,97.2,2001,1,1
108,341,8812,7831,1,Los Angeles Lakers,100.6,97.2,2001,4,4
90,341,-8812,-7831,0,Sacramento Kings,101.7,97.2,2001,1,1
96,341,8812,7831,1,Los Angeles Lakers,100.6,97.2,2001,4,4
103,341,8812,7831,0,Los Angeles Lakers,100.6,97.2,2001,4,4
81,341,-8812,-7831,1,Sacramento Kings,101.7,97.2,2001,1,1
119,341,8812,7831,0,Los Angeles Lakers,100.6,97.2,2001,4,4
113,341,-8812,-7831,1,Sacramento Kings,101.7,97.2,2001,1,1
78,342,-6544,-6029,0,Dallas Mavericks,100.5,88.4,2001,1,1
94,342,6544,6029,1,San Antonio Spurs,96.2,96.2,2001,4,4
86,342,-6544,-6029,0,Dallas Mavericks,100.5,88.4,2001,1,1
100,342,6544,6029,1,San Antonio Spurs,96.2,96.2,2001,4,4
104,342,6544,6029,0,San Antonio Spurs,96.2,96.2,2001,4,4
90,342,-6544,-6029,1,Dallas Mavericks,100.5,88.4,2001,1,1
108,342,6544,6029,0,San Antonio Spurs,96.2,96.2,2001,4,4
112,342,-6544,-6029,1,Dallas Mavericks,100.5,88.4,2001,1,1
87,342,-6544,-6029,0,Dallas Mavericks,100.5,88.4,2001,1,1
105,342,6544,6029,1,San Antonio Spurs,96.2,96.2,2001,4,4
85,343,-1185,1099,0,Milwaukee Bucks,100.7,90.4,2001,2,2
93,343,1185,-1099,1,Philadelphia 76ers,94.7,96.9,2001,3,3
92,343,-1185,1099,0,Milwaukee Bucks,100.7,90.4,2001,2,2
78,343,1185,-1099,1,Philadelphia 76ers,94.7,96.9,2001,3,3
74,343,1185,-1099,0,Philadelphia 76ers,94.7,96.9,2001,3,3
80,343,-1185,1099,1,Milwaukee Bucks,100.7,90.4,2001,2,2
89,343,1185,-1099,0,Philadelphia 76ers,94.7,96.9,2001,3,3
83,343,-1185,1099,1,Milwaukee Bucks,100.7,90.4,2001,2,2
88,343,-1185,1099,0,Milwaukee Bucks,100.7,90.4,2001,2,2
89,343,1185,-1099,1,Philadelphia 76ers,94.7,96.9,2001,3,3
100,343,1185,-1099,0,Philadelphia 76ers,94.7,96.9,2001,3,3
110,343,-1185,1099,1,Milwaukee Bucks,100.7,90.4,2001,2,2
91,343,-1185,1099,0,Milwaukee Bucks,100.7,90.4,2001,2,2
108,343,1185,-1099,1,Philadelphia 76ers,94.7,96.9,2001,3,3
104,344,2373,2491,0,Los Angeles Lakers,100.6,97.2,2001,3,3
90,344,-2373,-2491,1,San Antonio Spurs,96.2,97.2,2001,2,2
88,344,2373,2491,0,Los Angeles Lakers,100.6,97.2,2001,3,3
81,344,-2373,-2491,1,San Antonio Spurs,96.2,97.2,2001,2,2
72,344,-2373,-2491,0,San Antonio Spurs,96.2,97.2,2001,2,2
111,344,2373,2491,1,Los Angeles Lakers,100.6,97.2,2001,3,3
82,344,-2373,-2491,0,San Antonio Spurs,96.2,97.2,2001,2,2
111,344,2373,2491,1,Los Angeles Lakers,100.6,97.2,2001,3,3
82,316,6894,4045,0,Philadelphia 76ers,91.0,94.1,2002,4,4
92,316,-6894,-4045,1,Boston Celtics,96.4,89.4,2002,1,1
85,316,6894,4045,0,Philadelphia 76ers,91.0,94.1,2002,4,4
93,316,-6894,-4045,1,Boston Celtics,96.4,89.4,2002,1,1
103,316,-6894,-4045,0,Boston Celtics,96.4,89.4,2002,1,1
108,316,6894,4045,1,Philadelphia 76ers,91.0,94.1,2002,4,4
81,316,-6894,-4045,0,Boston Celtics,96.4,89.4,2002,1,1
83,316,6894,4045,1,Philadelphia 76ers,91.0,94.1,2002,4,4
87,316,6894,4045,0,Philadelphia 76ers,91.0,94.1,2002,4,4
120,316,-6894,-4045,1,Boston Celtics,96.4,89.4,2002,1,1
79,317,1449,3798,0,Orlando Magic,100.5,92.9,2002,3,3
80,317,-1449,-3798,1,Charlotte Hornets,93.9,98.9,2002,2,2
111,317,1449,3798,0,Orlando Magic,100.5,92.9,2002,3,3
103,317,-1449,-3798,1,Charlotte Hornets,93.9,98.9,2002,2,2
110,317,-1449,-3798,0,Charlotte Hornets,93.9,98.9,2002,2,2
100,317,1449,3798,1,Orlando Magic,100.5,92.9,2002,3,3
102,317,-1449,-3798,0,Charlotte Hornets,93.9,98.9,2002,2,2
85,317,1449,3798,1,Orlando Magic,100.5,92.9,2002,3,3
63,318,1631,6102,0,Toronto Raptors,91.4,92.2,2002,3,4
85,318,-1631,-6102,1,Detroit Pistons,94.3,91.8,2002,2,1
91,318,1631,6102,0,Toronto Raptors,91.4,92.2,2002,3,4
96,318,-1631,-6102,1,Detroit Pistons,94.3,91.8,2002,2,1
84,318,-1631,-6102,0,Detroit Pistons,94.3,91.8,2002,2,1
94,318,1631,6102,1,Toronto Raptors,91.4,92.2,2002,3,4
83,318,-1631,-6102,0,Detroit Pistons,94.3,91.8,2002,2,1
89,318,1631,6102,1,Toronto Raptors,91.4,92.2,2002,3,4
82,318,1631,6102,0,Toronto Raptors,91.4,92.2,2002,3,4
85,318,-1631,-6102,1,Detroit Pistons,94.3,91.8,2002,2,1
89,319,3445,397,0,Indiana Pacers,96.8,92.0,2002,3,3
83,319,-3445,-397,1,New Jersey Nets,96.2,96.5,2002,2,2
79,319,3445,397,0,Indiana Pacers,96.8,92.0,2002,3,3
95,319,-3445,-397,1,New Jersey Nets,96.2,96.5,2002,2,2
85,319,-3445,-397,0,New Jersey Nets,96.2,96.5,2002,2,2
84,319,3445,397,1,Indiana Pacers,96.8,92.0,2002,3,3
74,319,-3445,-397,0,New Jersey Nets,96.2,96.5,2002,2,2
97,319,3445,397,1,Indiana Pacers,96.8,92.0,2002,3,3
109,319,3445,397,0,Indiana Pacers,96.8,92.0,2002,3,3
120,319,-3445,-397,1,New Jersey Nets,96.2,96.5,2002,2,2
94,320,-398,1135,0,Minnesota Timberwolves,99.3,101.0,2002,2,3
101,320,398,-1135,1,Dallas Mavericks,105.2,101.0,2002,3,2
110,320,-398,1135,0,Minnesota Timberwolves,99.3,101.0,2002,2,3
122,320,398,-1135,1,Dallas Mavericks,105.2,101.0,2002,3,2
115,320,398,-1135,0,Dallas Mavericks,105.2,101.0,2002,3,2
102,320,-398,1135,1,Minnesota Timberwolves,99.3,101.0,2002,2,3
87,321,-2648,5601,0,Portland Trail Blazers,96.6,94.1,2002,2,3
95,321,2648,-5601,1,Los Angeles Lakers,101.3,94.1,2002,3,2
96,321,-2648,5601,0,Portland Trail Blazers,96.6,94.1,2002,2,3
103,321,2648,-5601,1,Los Angeles Lakers,101.3,94.1,2002,3,2
92,321,2648,-5601,0,Los Angeles Lakers,101.3,94.1,2002,3,2
91,321,-2648,5601,1,Portland Trail Blazers,96.6,94.1,2002,2,3
86,322,11419,923,0,Utah Jazz,96.0,97.0,2002,4,4
89,322,-11419,-923,1,Sacramento Kings,104.6,95.1,2002,1,1
93,322,11419,923,0,Utah Jazz,96.0,97.0,2002,4,4
86,322,-11419,-923,1,Sacramento Kings,104.6,95.1,2002,1,1
90,322,-11419,-923,0,Sacramento Kings,104.6,95.1,2002,1,1
87,322,11419,923,1,Utah Jazz,96.0,97.0,2002,4,4
91,322,-11419,-923,0,Sacramento Kings,104.6,95.1,2002,1,1
86,322,11419,923,1,Utah Jazz,96.0,97.0,2002,4,4
89,323,-651,-9230,0,Seattle SuperSonics,97.7,90.5,2002,2,1
110,323,651,9230,1,San Antonio Spurs,96.7,94.7,2002,3,4
98,323,-651,-9230,0,Seattle SuperSonics,97.7,90.5,2002,2,1
90,323,651,9230,1,San Antonio Spurs,96.7,94.7,2002,3,4
102,323,651,9230,0,San Antonio Spurs,96.7,94.7,2002,3,4
75,323,-651,-9230,1,Seattle SuperSonics,97.7,90.5,2002,2,1
79,323,651,9230,0,San Antonio Spurs,96.7,94.7,2002,3,4
91,323,-651,-9230,1,Seattle SuperSonics,97.7,90.5,2002,2,1
78,323,-651,-9230,0,Seattle SuperSonics,97.7,90.5,2002,2,1
101,323,651,9230,1,San Antonio Spurs,96.7,94.7,2002,3,4
84,324,-2679,234,0,Boston Celtics,96.4,92.2,2002,2,2
96,324,2679,-234,1,Detroit Pistons,94.3,94.1,2002,3,3
85,324,-2679,234,0,Boston Celtics,96.4,92.2,2002,2,2
77,324,2679,-234,1,Detroit Pistons,94.3,94.1,2002,3,3
64,324,2679,-234,0,Detroit Pistons,94.3,94.1,2002,3,3
66,324,-2679,234,1,Boston Celtics,96.4,92.2,2002,2,2
79,324,2679,-234,0,Detroit Pistons,94.3,94.1,2002,3,3
90,324,-2679,234,1,Boston Celtics,96.4,92.2,2002,2,2
90,324,-2679,234,0,Boston Celtics,96.4,92.2,2002,2,2
81,324,2679,-234,1,Detroit Pistons,94.3,94.1,2002,3,3
93,325,4384,790,0,Charlotte Hornets,93.9,92.0,2002,3,3
99,325,-4384,-790,1,New Jersey Nets,96.2,92.9,2002,2,2
88,325,4384,790,0,Charlotte Hornets,93.9,92.0,2002,3,3
102,325,-4384,-790,1,New Jersey Nets,96.2,92.9,2002,2,2
97,325,-4384,-790,0,New Jersey Nets,96.2,92.9,2002,2,2
115,325,4384,790,1,Charlotte Hornets,93.9,92.0,2002,3,3
89,325,-4384,-790,0,New Jersey Nets,96.2,92.9,2002,2,2
79,325,4384,790,1,Charlotte Hornets,93.9,92.0,2002,3,3
95,325,4384,790,0,Charlotte Hornets,93.9,92.0,2002,3,3
103,325,-4384,-790,1,New Jersey Nets,96.2,92.9,2002,2,2
80,326,-8621,6748,0,San Antonio Spurs,96.7,94.1,2002,1,2
86,326,8621,-6748,1,Los Angeles Lakers,101.3,90.5,2002,4,3
88,326,-8621,6748,0,San Antonio Spurs,96.7,94.1,2002,1,2
85,326,8621,-6748,1,Los Angeles Lakers,101.3,90.5,2002,4,3
99,326,8621,-6748,0,Los Angeles Lakers,101.3,90.5,2002,4,3
89,326,-8621,6748,1,San Antonio Spurs,96.7,94.1,2002,1,2
87,326,8621,-6748,0,Los Angeles Lakers,101.3,90.5,2002,4,3
85,326,-8621,6748,1,San Antonio Spurs,96.7,94.1,2002,1,2
87,326,-8621,6748,0,San Antonio Spurs,96.7,94.1,2002,1,2
93,326,8621,-6748,1,Los Angeles Lakers,101.3,90.5,2002,4,3
91,327,-1748,-625,0,Dallas Mavericks,105.2,97.0,2002,2,2
108,327,1748,625,1,Sacramento Kings,104.6,101.0,2002,3,3
110,327,-1748,-625,0,Dallas Mavericks,105.2,97.0,2002,2,2
102,327,1748,625,1,Sacramento Kings,104.6,101.0,2002,3,3
125,327,1748,625,0,Sacramento Kings,104.6,101.0,2002,3,3
119,327,-1748,-625,1,Dallas Mavericks,105.2,97.0,2002,2,2
115,327,1748,625,0,Sacramento Kings,104.6,101.0,2002,3,3
113,327,-1748,-625,1,Dallas Mavericks,105.2,97.0,2002,2,2
101,327,-1748,-625,0,Dallas Mavericks,105.2,97.0,2002,2,2
114,327,1748,625,1,Sacramento Kings,104.6,101.0,2002,3,3
97,328,-531,447,0,Boston Celtics,96.4,92.0,2002,2,2
104,328,531,-447,1,New Jersey Nets,96.2,94.1,2002,3,3
93,328,-531,447,0,Boston Celtics,96.4,92.0,2002,2,2
86,328,531,-447,1,New Jersey Nets,96.2,94.1,2002,3,3
90,328,531,-447,0,New Jersey Nets,96.2,94.1,2002,3,3
94,328,-531,447,1,Boston Celtics,96.4,92.0,2002,2,2
94,328,531,-447,0,New Jersey Nets,96.2,94.1,2002,3,3
92,328,-531,447,1,Boston Celtics,96.4,92.0,2002,2,2
92,328,-531,447,0,Boston Celtics,96.4,92.0,2002,2,2
103,328,531,-447,1,New Jersey Nets,96.2,94.1,2002,3,3
96,328,531,-447,0,New Jersey Nets,96.2,94.1,2002,3,3
88,328,-531,447,1,Boston Celtics,96.4,92.0,2002,2,2
106,329,9488,2589,0,Los Angeles Lakers,101.3,97.0,2002,4,4
99,329,-9488,-2589,1,Sacramento Kings,104.6,94.1,2002,1,1
90,329,9488,2589,0,Los Angeles Lakers,101.3,97.0,2002,4,4
96,329,-9488,-2589,1,Sacramento Kings,104.6,94.1,2002,1,1
103,329,-9488,-2589,0,Sacramento Kings,104.6,94.1,2002,1,1
90,329,9488,2589,1,Los Angeles Lakers,101.3,97.0,2002,4,4
99,329,-9488,-2589,0,Sacramento Kings,104.6,94.1,2002,1,1
100,329,9488,2589,1,Los Angeles Lakers,101.3,97.0,2002,4,4
91,329,9488,2589,0,Los Angeles Lakers,101.3,97.0,2002,4,4
92,329,-9488,-2589,1,Sacramento Kings,104.6,94.1,2002,1,1
102,329,-9488,-2589,0,Sacramento Kings,104.6,94.1,2002,1,1
106,329,9488,2589,1,Los Angeles Lakers,101.3,97.0,2002,4,4
112,329,9488,2589,0,Los Angeles Lakers,101.3,97.0,2002,4,4
106,329,-9488,-2589,1,Sacramento Kings,104.6,94.1,2002,1,1
103,301,-2602,-380,0,Boston Celtics,92.7,93.3,2003,2,2
100,301,2602,380,1,Indiana Pacers,96.8,93.1,2003,3,3
77,301,-2602,-380,0,Boston Celtics,92.7,93.3,2003,2,2
89,301,2602,380,1,Indiana Pacers,96.8,93.1,2003,3,3
83,301,2602,380,0,Indiana Pacers,96.8,93.1,2003,3,3
101,301,-2602,-380,1,Boston Celtics,92.7,93.3,2003,2,2
92,301,2602,380,0,Indiana Pacers,96.8,93.1,2003,3,3
102,301,-2602,-380,1,Boston Celtics,92.7,93.3,2003,2,2
88,301,-2602,-380,0,Boston Celtics,92.7,93.3,2003,2,2
93,301,2602,380,1,Indiana Pacers,96.8,93.1,2003,3,3
90,301,2602,380,0,Indiana Pacers,96.8,93.1,2003,3,3
110,301,-2602,-380,1,Boston Celtics,92.7,93.3,2003,2,2
99,302,-2635,595,0,Orlando Magic,98.5,87.7,2003,2,2
94,302,2635,-595,1,Detroit Pistons,91.4,98.4,2003,3,3
77,302,-2635,595,0,Orlando Magic,98.5,87.7,2003,2,2
89,302,2635,-595,1,Detroit Pistons,91.4,98.4,2003,3,3
80,302,2635,-595,0,Detroit Pistons,91.4,98.4,2003,3,3
89,302,-2635,595,1,Orlando Magic,98.5,87.7,2003,2,2
92,302,2635,-595,0,Detroit Pistons,91.4,98.4,2003,3,3
100,302,-2635,595,1,Orlando Magic,98.5,87.7,2003,2,2
67,302,-2635,595,0,Orlando Magic,98.5,87.7,2003,2,2
98,302,2635,-595,1,Detroit Pistons,91.4,98.4,2003,3,3
103,302,2635,-595,0,Detroit Pistons,91.4,98.4,2003,3,3
88,302,-2635,595,1,Orlando Magic,98.5,87.7,2003,2,2
93,302,-2635,595,0,Orlando Magic,98.5,87.7,2003,2,2
108,302,2635,-595,1,Detroit Pistons,91.4,98.4,2003,3,3
96,303,5162,-862,0,Milwaukee Bucks,99.5,90.1,2003,4,3
109,303,-5162,862,1,New Jersey Nets,95.4,99.3,2003,1,2
88,303,5162,-862,0,Milwaukee Bucks,99.5,90.1,2003,4,3
85,303,-5162,862,1,New Jersey Nets,95.4,99.3,2003,1,2
103,303,-5162,862,0,New Jersey Nets,95.4,99.3,2003,1,2
101,303,5162,-862,1,Milwaukee Bucks,99.5,90.1,2003,4,3
114,303,-5162,862,0,New Jersey Nets,95.4,99.3,2003,1,2
119,303,5162,-862,1,Milwaukee Bucks,99.5,90.1,2003,4,3
82,303,5162,-862,0,Milwaukee Bucks,99.5,90.1,2003,4,3
89,303,-5162,862,1,New Jersey Nets,95.4,99.3,2003,1,2
113,303,-5162,862,0,New Jersey Nets,95.4,99.3,2003,1,2
101,303,5162,-862,1,Milwaukee Bucks,99.5,90.1,2003,4,3
90,304,750,57,0,New Orleans Hornets,93.9,94.5,2003,3,3
98,304,-750,-57,1,Philadelphia 76ers,96.8,91.8,2003,2,2
85,304,750,57,0,New Orleans Hornets,93.9,94.5,2003,3,3
90,304,-750,-57,1,Philadelphia 76ers,96.8,91.8,2003,2,2
85,304,-750,-57,0,Philadelphia 76ers,96.8,91.8,2003,2,2
99,304,750,57,1,New Orleans Hornets,93.9,94.5,2003,3,3
96,304,-750,-57,0,Philadelphia 76ers,96.8,91.8,2003,2,2
87,304,750,57,1,New Orleans Hornets,93.9,94.5,2003,3,3
93,304,750,57,0,New Orleans Hornets,93.9,94.5,2003,3,3
91,304,-750,-57,1,Philadelphia 76ers,96.8,91.8,2003,2,2
107,304,-750,-57,0,Philadelphia 76ers,96.8,91.8,2003,2,2
103,304,750,57,1,New Orleans Hornets,93.9,94.5,2003,3,3
86,305,2109,9656,0,Portland Trail Blazers,95.2,95.2,2003,3,4
96,305,-2109,-9656,1,Dallas Mavericks,103.0,92.5,2003,2,1
99,305,2109,9656,0,Portland Trail Blazers,95.2,95.2,2003,3,4
103,305,-2109,-9656,1,Dallas Mavericks,103.0,92.5,2003,2,1
115,305,-2109,-9656,0,Dallas Mavericks,103.0,92.5,2003,2,1
103,305,2109,9656,1,Portland Trail Blazers,95.2,95.2,2003,3,4
79,305,-2109,-9656,0,Dallas Mavericks,103.0,92.5,2003,2,1
98,305,2109,9656,1,Portland Trail Blazers,95.2,95.2,2003,3,4
103,305,2109,9656,0,Portland Trail Blazers,95.2,95.2,2003,3,4
99,305,-2109,-9656,1,Dallas Mavericks,103.0,92.5,2003,2,1
103,305,-2109,-9656,0,Dallas Mavericks,103.0,92.5,2003,2,1
125,305,2109,9656,1,Portland Trail Blazers,95.2,95.2,2003,3,4
95,305,2109,9656,0,Portland Trail Blazers,95.2,95.2,2003,3,4
107,305,-2109,-9656,1,Dallas Mavericks,103.0,92.5,2003,2,1
117,306,12659,2480,0,Los Angeles Lakers,100.4,96.0,2003,4,4
98,306,-12659,-2480,1,Minnesota Timberwolves,98.1,98.0,2003,1,1
91,306,12659,2480,0,Los Angeles Lakers,100.4,96.0,2003,4,4
119,306,-12659,-2480,1,Minnesota Timberwolves,98.1,98.0,2003,1,1
114,306,-12659,-2480,0,Minnesota Timberwolves,98.1,98.0,2003,1,1
110,306,12659,2480,1,Los Angeles Lakers,100.4,96.0,2003,4,4
97,306,-12659,-2480,0,Minnesota Timberwolves,98.1,98.0,2003,1,1
102,306,12659,2480,1,Los Angeles Lakers,100.4,96.0,2003,4,4
120,306,12659,2480,0,Los Angeles Lakers,100.4,96.0,2003,4,4
90,306,-12659,-2480,1,Minnesota Timberwolves,98.1,98.0,2003,1,1
85,306,-12659,-2480,0,Minnesota Timberwolves,98.1,98.0,2003,1,1
101,306,12659,2480,1,Los Angeles Lakers,100.4,96.0,2003,4,4
90,307,8478,799,0,Utah Jazz,94.7,95.2,2003,4,4
96,307,-8478,-799,1,Sacramento Kings,101.7,92.3,2003,1,1
95,307,8478,799,0,Utah Jazz,94.7,95.2,2003,4,4
108,307,-8478,-799,1,Sacramento Kings,101.7,92.3,2003,1,1
104,307,-8478,-799,0,Sacramento Kings,101.7,92.3,2003,1,1
107,307,8478,799,1,Utah Jazz,94.7,95.2,2003,4,4
99,307,-8478,-799,0,Sacramento Kings,101.7,92.3,2003,1,1
82,307,8478,799,1,Utah Jazz,94.7,95.2,2003,4,4
91,307,8478,799,0,Utah Jazz,94.7,95.2,2003,4,4
111,307,-8478,-799,1,Sacramento Kings,101.7,92.3,2003,1,1
96,308,65,-8431,0,Phoenix Suns,95.5,90.4,2003,3,1
95,308,-65,8431,1,San Antonio Spurs,95.8,94.4,2003,2,4
76,308,65,-8431,0,Phoenix Suns,95.5,90.4,2003,3,1
84,308,-65,8431,1,San Antonio Spurs,95.8,94.4,2003,2,4
99,308,-65,8431,0,San Antonio Spurs,95.8,94.4,2003,2,4
86,308,65,-8431,1,Phoenix Suns,95.5,90.4,2003,3,1
84,308,-65,8431,0,San Antonio Spurs,95.8,94.4,2003,2,4
86,308,65,-8431,1,Phoenix Suns,95.5,90.4,2003,3,1
82,308,65,-8431,0,Phoenix Suns,95.5,90.4,2003,3,1
94,308,-65,8431,1,San Antonio Spurs,95.8,94.4,2003,2,4
87,308,-65,8431,0,San Antonio Spurs,95.8,94.4,2003,2,4
85,308,65,-8431,1,Phoenix Suns,95.5,90.4,2003,3,1
87,309,1515,675,0,Philadelphia 76ers,96.8,87.7,2003,3,3
98,309,-1515,-675,1,Detroit Pistons,91.4,94.5,2003,2,2
97,309,1515,675,0,Philadelphia 76ers,96.8,87.7,2003,3,3
104,309,-1515,-675,1,Detroit Pistons,91.4,94.5,2003,2,2
83,309,-1515,-675,0,Detroit Pistons,91.4,94.5,2003,2,2
93,309,1515,675,1,Philadelphia 76ers,96.8,87.7,2003,3,3
82,309,-1515,-675,0,Detroit Pistons,91.4,94.5,2003,2,2
