score,series_ID,starters_playoff_exp_diff,bench_playoff_exp_diff,at_home,team,reg_season_points,opp_reg_season_pa
80,403,11049,1778,0,Chicago Bulls,103.1,
87,403,-11049,-1778,1,Miami Heat,94.8,
87,403,-11049,-1778,0,Miami Heat,94.8,
100,403,11049,1778,1,Chicago Bulls,103.1,
86,404,4017,2384,0,Houston Rockets,100.6,
101,404,-4017,-2384,1,Utah Jazz,103.1,
92,404,4017,2384,0,Houston Rockets,100.6,
104,404,-4017,-2384,1,Utah Jazz,103.1,
100,404,-4017,-2384,0,Utah Jazz,103.1,
118,404,4017,2384,1,Houston Rockets,100.6,
92,404,-4017,-2384,0,Utah Jazz,103.1,
95,404,4017,2384,1,Houston Rockets,100.6,
91,404,4017,2384,0,Houston Rockets,100.6,
96,404,-4017,-2384,1,Utah Jazz,103.1,
103,404,-4017,-2384,0,Utah Jazz,103.1,
100,404,4017,2384,1,Houston Rockets,100.6,
87,376,1193,-1787,0,Atlanta Hawks,95.9,
97,376,-1193,1787,1,Charlotte Hornets,96.6,
85,376,1193,-1787,0,Atlanta Hawks,95.9,
92,376,-1193,1787,1,Charlotte Hornets,96.6,
64,376,-1193,1787,0,Charlotte Hornets,96.6,
96,376,1193,-1787,1,Atlanta Hawks,95.9,
91,376,-1193,1787,0,Charlotte Hornets,96.6,
82,376,1193,-1787,1,Atlanta Hawks,95.9,
93,377,-18831,-785,0,New Jersey Nets,99.6,
96,377,18831,785,1,Chicago Bulls,96.7,
91,377,-18831,-785,0,New Jersey Nets,99.6,
96,377,18831,785,1,Chicago Bulls,96.7,
116,377,18831,785,0,Chicago Bulls,96.7,
101,377,-18831,-785,1,New Jersey Nets,99.6,
77,378,-4748,-4857,0,Cleveland Cavaliers,92.5,
106,378,4748,4857,1,Indiana Pacers,96.0,
86,378,-4748,-4857,0,Cleveland Cavaliers,92.5,
92,378,4748,4857,1,Indiana Pacers,96.0,
77,378,4748,4857,0,Indiana Pacers,96.0,
86,378,-4748,-4857,1,Cleveland Cavaliers,92.5,
80,378,4748,4857,0,Indiana Pacers,96.0,
74,378,-4748,-4857,1,Cleveland Cavaliers,92.5,
79,379,4280,3676,0,New York Knicks,91.6,
94,379,-4280,-3676,1,Miami Heat,95.0,
96,379,4280,3676,0,New York Knicks,91.6,
86,379,-4280,-3676,1,Miami Heat,95.0,
91,379,-4280,-3676,0,Miami Heat,95.0,
85,379,4280,3676,1,New York Knicks,91.6,
85,379,-4280,-3676,0,Miami Heat,95.0,
90,379,4280,3676,1,New York Knicks,91.6,
98,379,4280,3676,0,New York Knicks,91.6,
81,379,-4280,-3676,1,Miami Heat,95.0,
102,380,-5385,1244,0,Portland Trail Blazers,94.3,
104,380,5385,-1244,1,Los Angeles Lakers,105.5,
99,380,-5385,1244,0,Portland Trail Blazers,94.3,
108,380,5385,-1244,1,Los Angeles Lakers,105.5,
94,380,5385,-1244,0,Los Angeles Lakers,105.5,
99,380,-5385,1244,1,Portland Trail Blazers,94.3,
110,380,5385,-1244,0,Los Angeles Lakers,105.5,
99,380,-5385,1244,1,Portland Trail Blazers,94.3,
102,381,-242,-3174,0,San Antonio Spurs,92.5,
96,381,242,3174,1,Phoenix Suns,99.6,
101,381,-242,-3174,0,San Antonio Spurs,92.5,
108,381,242,3174,1,Phoenix Suns,99.6,
88,381,242,3174,0,Phoenix Suns,99.6,
100,381,-242,-3174,1,San Antonio Spurs,92.5,
80,381,242,3174,0,Phoenix Suns,99.6,
99,381,-242,-3174,1,San Antonio Spurs,92.5,
83,382,-6530,-9205,0,Minnesota Timberwolves,101.1,
108,382,6530,9205,1,Seattle SuperSonics,100.6,
98,382,-6530,-9205,0,Minnesota Timberwolves,101.1,
93,382,6530,9205,1,Seattle SuperSonics,100.6,
90,382,6530,9205,0,Seattle SuperSonics,100.6,
98,382,-6530,-9205,1,Minnesota Timberwolves,101.1,
92,382,6530,9205,0,Seattle SuperSonics,100.6,
88,382,-6530,-9205,1,Minnesota Timberwolves,101.1,
84,382,-6530,-9205,0,Minnesota Timberwolves,101.1,
97,382,6530,9205,1,Seattle SuperSonics,100.6,
103,383,443,3590,0,Houston Rockets,98.8,
90,383,-443,-3590,1,Utah Jazz,101.0,
90,383,443,3590,0,Houston Rockets,98.8,
105,383,-443,-3590,1,Utah Jazz,101.0,
85,383,-443,-3590,0,Utah Jazz,101.0,
89,383,443,3590,1,Houston Rockets,98.8,
93,383,-443,-3590,0,Utah Jazz,101.0,
71,383,443,3590,1,Houston Rockets,98.8,
70,383,443,3590,0,Houston Rockets,98.8,
84,383,-443,-3590,1,Utah Jazz,101.0,
70,384,-14297,-741,0,Charlotte Hornets,96.6,
83,384,14297,741,1,Chicago Bulls,96.7,
78,384,-14297,-741,0,Charlotte Hornets,96.6,
76,384,14297,741,1,Chicago Bulls,96.7,
103,384,14297,741,0,Chicago Bulls,96.7,
89,384,-14297,-741,1,Charlotte Hornets,96.6,
94,384,14297,741,0,Chicago Bulls,96.7,
80,384,-14297,-741,1,Charlotte Hornets,96.6,
84,384,-14297,-741,0,Charlotte Hornets,96.6,
93,384,14297,741,1,Chicago Bulls,96.7,
83,385,5158,2098,0,New York Knicks,91.6,
93,385,-5158,-2098,1,Indiana Pacers,96.0,
77,385,5158,2098,0,New York Knicks,91.6,
85,385,-5158,-2098,1,Indiana Pacers,96.0,
76,385,-5158,-2098,0,Indiana Pacers,96.0,
83,385,5158,2098,1,New York Knicks,91.6,
118,385,-5158,-2098,0,Indiana Pacers,96.0,
107,385,5158,2098,1,New York Knicks,91.6,
88,385,5158,2098,0,New York Knicks,91.6,
99,385,-5158,-2098,1,Indiana Pacers,96.0,
92,386,-5645,-7257,0,Los Angeles Lakers,105.5,
106,386,5645,7257,1,Seattle SuperSonics,100.6,
92,386,-5645,-7257,0,Los Angeles Lakers,105.5,
68,386,5645,7257,1,Seattle SuperSonics,100.6,
103,386,5645,7257,0,Seattle SuperSonics,100.6,
119,386,-5645,-7257,1,Los Angeles Lakers,105.5,
100,386,5645,7257,0,Seattle SuperSonics,100.6,
112,386,-5645,-7257,1,Los Angeles Lakers,105.5,
110,386,-5645,-7257,0,Los Angeles Lakers,105.5,
95,386,5645,7257,1,Seattle SuperSonics,100.6,
82,387,-10250,-1604,0,San Antonio Spurs,92.5,
83,387,10250,1604,1,Utah Jazz,101.0,
106,387,-10250,-1604,0,San Antonio Spurs,92.5,
109,387,10250,1604,1,Utah Jazz,101.0,
64,387,10250,1604,0,Utah Jazz,101.0,
86,387,-10250,-1604,1,San Antonio Spurs,92.5,
82,387,10250,1604,0,Utah Jazz,101.0,
73,387,-10250,-1604,1,San Antonio Spurs,92.5,
77,387,-10250,-1604,0,San Antonio Spurs,92.5,
87,387,10250,1604,1,Utah Jazz,101.0,
79,388,-12339,2574,0,Indiana Pacers,96.0,
85,388,12339,-2574,1,Chicago Bulls,96.7,
98,388,-12339,2574,0,Indiana Pacers,96.0,
104,388,12339,-2574,1,Chicago Bulls,96.7,
105,388,12339,-2574,0,Chicago Bulls,96.7,
107,388,-12339,2574,1,Indiana Pacers,96.0,
94,388,12339,-2574,0,Chicago Bulls,96.7,
96,388,-12339,2574,1,Indiana Pacers,96.0,
87,388,-12339,2574,0,Indiana Pacers,96.0,
106,388,12339,-2574,1,Chicago Bulls,96.7,
89,388,12339,-2574,0,Chicago Bulls,96.7,
92,388,-12339,2574,1,Indiana Pacers,96.0,
83,388,-12339,2574,0,Indiana Pacers,96.0,
88,388,12339,-2574,1,Chicago Bulls,96.7,
77,389,-8936,-2543,0,Los Angeles Lakers,105.5,
112,389,8936,2543,1,Utah Jazz,101.0,
95,389,-8936,-2543,0,Los Angeles Lakers,105.5,
99,389,8936,2543,1,Utah Jazz,101.0,
109,389,8936,2543,0,Utah Jazz,101.0,
98,389,-8936,-2543,1,Los Angeles Lakers,105.5,
96,389,8936,2543,0,Utah Jazz,101.0,
92,389,-8936,-2543,1,Los Angeles Lakers,105.5,
70,361,-1745,-737,0,Detroit Pistons,90.4,
90,361,1745,737,1,Atlanta Hawks,86.3,
69,361,-1745,-737,0,Detroit Pistons,90.4,
89,361,1745,737,1,Atlanta Hawks,86.3,
63,361,1745,737,0,Atlanta Hawks,86.3,
79,361,-1745,-737,1,Detroit Pistons,90.4,
82,361,1745,737,0,Atlanta Hawks,86.3,
103,361,-1745,-737,1,Detroit Pistons,90.4,
75,361,-1745,-737,0,Detroit Pistons,90.4,
87,361,1745,737,1,Atlanta Hawks,86.3,
88,362,-8815,-7351,0,Milwaukee Bucks,91.7,
110,362,8815,7351,1,Indiana Pacers,94.7,
107,362,-8815,-7351,0,Milwaukee Bucks,91.7,
108,362,8815,7351,1,Indiana Pacers,94.7,
99,362,8815,7351,0,Indiana Pacers,94.7,
91,362,-8815,-7351,1,Milwaukee Bucks,91.7,
95,363,-1017,-2743,0,New York Knicks,86.4,
75,363,1017,2743,1,Miami Heat,89.0,
73,363,-1017,-2743,0,New York Knicks,86.4,
83,363,1017,2743,1,Miami Heat,89.0,
73,363,1017,2743,0,Miami Heat,89.0,
97,363,-1017,-2743,1,New York Knicks,86.4,
87,363,1017,2743,0,Miami Heat,89.0,
72,363,-1017,-2743,1,New York Knicks,86.4,
78,363,-1017,-2743,0,New York Knicks,86.4,
77,363,1017,2743,1,Miami Heat,89.0,
104,364,-8594,-2791,0,Philadelphia 76ers,89.7,
90,364,8594,2791,1,Orlando Magic,89.5,
68,364,-8594,-2791,0,Philadelphia 76ers,89.7,
79,364,8594,2791,1,Orlando Magic,89.5,
85,364,8594,2791,0,Orlando Magic,89.5,
97,364,-8594,-2791,1,Philadelphia 76ers,89.7,
91,364,8594,2791,0,Orlando Magic,89.5,
101,364,-8594,-2791,1,Philadelphia 76ers,89.7,
100,365,10689,-2114,0,Houston Rockets,94.2,
101,365,-10689,2114,1,Los Angeles Lakers,99.0,
98,365,10689,-2114,0,Houston Rockets,94.2,
110,365,-10689,2114,1,Los Angeles Lakers,99.0,
88,365,-10689,2114,0,Los Angeles Lakers,99.0,
102,365,10689,-2114,1,Houston Rockets,94.2,
98,365,-10689,2114,0,Los Angeles Lakers,99.0,
88,365,10689,-2114,1,Houston Rockets,94.2,
85,366,2409,1550,0,Phoenix Suns,95.6,
95,366,-2409,-1550,1,Portland Trail Blazers,94.8,
99,366,2409,1550,0,Phoenix Suns,95.6,
110,366,-2409,-1550,1,Portland Trail Blazers,94.8,
103,366,-2409,-1550,0,Portland Trail Blazers,94.8,
93,366,2409,1550,1,Phoenix Suns,95.6,
86,367,-6841,-5972,0,Minnesota Timberwolves,92.9,
99,367,6841,5972,1,San Antonio Spurs,92.8,
80,367,-6841,-5972,0,Minnesota Timberwolves,92.9,
71,367,6841,5972,1,San Antonio Spurs,92.8,
85,367,6841,5972,0,San Antonio Spurs,92.8,
71,367,-6841,-5972,1,Minnesota Timberwolves,92.9,
92,367,6841,5972,0,San Antonio Spurs,92.8,
85,367,-6841,-5972,1,Minnesota Timberwolves,92.9,
87,368,-14111,-4977,0,Sacramento Kings,100.2,
117,368,14111,4977,1,Utah Jazz,93.3,
101,368,-14111,-4977,0,Sacramento Kings,100.2,
90,368,14111,4977,1,Utah Jazz,93.3,
81,368,14111,4977,0,Utah Jazz,93.3,
84,368,-14111,-4977,1,Sacramento Kings,100.2,
90,368,14111,4977,0,Utah Jazz,93.3,
89,368,-14111,-4977,1,Sacramento Kings,100.2,
92,368,-14111,-4977,0,Sacramento Kings,100.2,
99,368,14111,4977,1,Utah Jazz,93.3,
90,369,-8256,-7647,0,Philadelphia 76ers,89.7,
94,369,8256,7647,1,Indiana Pacers,94.7,
82,369,-8256,-7647,0,Philadelphia 76ers,89.7,
85,369,8256,7647,1,Indiana Pacers,94.7,
97,369,8256,7647,0,Indiana Pacers,94.7,
86,369,-8256,-7647,1,Philadelphia 76ers,89.7,
89,369,8256,7647,0,Indiana Pacers,94.7,
86,369,-8256,-7647,1,Philadelphia 76ers,89.7,
100,370,1875,-1998,0,New York Knicks,86.4,
92,370,-1875,1998,1,Atlanta Hawks,86.3,
77,370,1875,-1998,0,New York Knicks,86.4,
70,370,-1875,1998,1,Atlanta Hawks,86.3,
78,370,-1875,1998,0,Atlanta Hawks,86.3,
90,370,1875,-1998,1,New York Knicks,86.4,
66,370,-1875,1998,0,Atlanta Hawks,86.3,
79,370,1875,-1998,1,New York Knicks,86.4,
83,371,-16566,-3152,0,Portland Trail Blazers,94.8,
93,371,16566,3152,1,Utah Jazz,93.3,
84,371,-16566,-3152,0,Portland Trail Blazers,94.8,
81,371,16566,3152,1,Utah Jazz,93.3,
87,371,16566,3152,0,Utah Jazz,93.3,
97,371,-16566,-3152,1,Portland Trail Blazers,94.8,
75,371,16566,3152,0,Utah Jazz,93.3,
81,371,-16566,-3152,1,Portland Trail Blazers,94.8,
71,371,-16566,-3152,0,Portland Trail Blazers,94.8,
88,371,16566,3152,1,Utah Jazz,93.3,
80,371,16566,3152,0,Utah Jazz,93.3,
92,371,-16566,-3152,1,Portland Trail Blazers,94.8,
81,372,-4563,2205,0,Los Angeles Lakers,99.0,
87,372,4563,-2205,1,San Antonio Spurs,92.8,
76,372,-4563,2205,0,Los Angeles Lakers,99.0,
79,372,4563,-2205,1,San Antonio Spurs,92.8,
103,372,4563,-2205,0,San Antonio Spurs,92.8,
91,372,-4563,2205,1,Los Angeles Lakers,99.0,
118,372,4563,-2205,0,San Antonio Spurs,92.8,
107,372,-4563,2205,1,Los Angeles Lakers,99.0,
93,373,-5597,-5252,0,New York Knicks,86.4,
90,373,5597,5252,1,Indiana Pacers,94.7,
86,373,-5597,-5252,0,New York Knicks,86.4,
88,373,5597,5252,1,Indiana Pacers,94.7,
91,373,5597,5252,0,Indiana Pacers,94.7,
92,373,-5597,-5252,1,New York Knicks,86.4,
90,373,5597,5252,0,Indiana Pacers,94.7,
78,373,-5597,-5252,1,New York Knicks,86.4,
101,373,-5597,-5252,0,New York Knicks,86.4,
94,373,5597,5252,1,Indiana Pacers,94.7,
82,373,5597,5252,0,Indiana Pacers,94.7,
90,373,-5597,-5252,1,New York Knicks,86.4,
76,374,-7215,-4105,0,Portland Trail Blazers,94.8,
80,374,7215,4105,1,San Antonio Spurs,92.8,
85,374,-7215,-4105,0,Portland Trail Blazers,94.8,
86,374,7215,4105,1,San Antonio Spurs,92.8,
85,374,7215,4105,0,San Antonio Spurs,92.8,
63,374,-7215,-4105,1,Portland Trail Blazers,94.8,
94,374,7215,4105,0,San Antonio Spurs,92.8,
80,374,-7215,-4105,1,Portland Trail Blazers,94.8,
85,346,-6952,-9135,0,Milwaukee Bucks,101.2,
88,346,6952,9135,1,Indiana Pacers,101.3,
104,346,-6952,-9135,0,Milwaukee Bucks,101.2,
91,346,6952,9135,1,Indiana Pacers,101.3,
109,346,6952,9135,0,Indiana Pacers,101.3,
96,346,-6952,-9135,1,Milwaukee Bucks,101.2,
87,346,6952,9135,0,Indiana Pacers,101.3,
100,346,-6952,-9135,1,Milwaukee Bucks,101.2,
95,346,-6952,-9135,0,Milwaukee Bucks,101.2,
96,346,6952,9135,1,Indiana Pacers,101.3,
85,347,-5141,-562,0,Detroit Pistons,103.5,
95,347,5141,562,1,Miami Heat,94.4,
82,347,-5141,-562,0,Detroit Pistons,103.5,
84,347,5141,562,1,Miami Heat,94.4,
91,347,5141,562,0,Miami Heat,94.4,
72,347,-5141,-562,1,Detroit Pistons,103.5,
88,348,-3277,763,0,Toronto Raptors,97.2,
92,348,3277,-763,1,New York Knicks,92.1,
83,348,-3277,763,0,Toronto Raptors,97.2,
84,348,3277,-763,1,New York Knicks,92.1,
87,348,3277,-763,0,New York Knicks,92.1,
80,348,-3277,763,1,Toronto Raptors,97.2,
92,349,-4136,2745,0,Philadelphia 76ers,94.8,
82,349,4136,-2745,1,Charlotte Hornets,98.4,
98,349,-4136,2745,0,Philadelphia 76ers,94.8,
108,349,4136,-2745,1,Charlotte Hornets,98.4,
76,349,4136,-2745,0,Charlotte Hornets,98.4,
81,349,-4136,2745,1,Philadelphia 76ers,94.8,
99,349,4136,-2745,0,Charlotte Hornets,98.4,
105,349,-4136,2745,1,Philadelphia 76ers,94.8,
107,350,-5747,-5745,0,Sacramento Kings,105.0,
117,350,5747,5745,1,Los Angeles Lakers,100.8,
89,350,-5747,-5745,0,Sacramento Kings,105.0,
113,350,5747,5745,1,Los Angeles Lakers,100.8,
91,350,5747,5745,0,Los Angeles Lakers,100.8,
99,350,-5747,-5745,1,Sacramento Kings,105.0,
88,350,5747,5745,0,Los Angeles Lakers,100.8,
101,350,-5747,-5745,1,Sacramento Kings,105.0,
86,350,-5747,-5745,0,Sacramento Kings,105.0,
113,350,5747,5745,1,Los Angeles Lakers,100.8,
72,351,-2576,-4603,0,Phoenix Suns,98.9,
70,351,2576,4603,1,San Antonio Spurs,96.2,
70,351,-2576,-4603,0,Phoenix Suns,98.9,
85,351,2576,4603,1,San Antonio Spurs,96.2,
94,351,2576,4603,0,San Antonio Spurs,96.2,
101,351,-2576,-4603,1,Phoenix Suns,98.9,
78,351,2576,4603,0,San Antonio Spurs,96.2,
89,351,-2576,-4603,1,Phoenix Suns,98.9,
88,352,-9766,-4199,0,Minnesota Timberwolves,98.5,
91,352,9766,4199,1,Portland Trail Blazers,97.5,
82,352,-9766,-4199,0,Minnesota Timberwolves,98.5,
86,352,9766,4199,1,Portland Trail Blazers,97.5,
87,352,9766,4199,0,Portland Trail Blazers,97.5,
94,352,-9766,-4199,1,Minnesota Timberwolves,98.5,
85,352,9766,4199,0,Portland Trail Blazers,97.5,
77,352,-9766,-4199,1,Minnesota Timberwolves,98.5,
93,353,-10505,-138,0,Seattle SuperSonics,99.1,
104,353,10505,138,1,Utah Jazz,96.5,
87,353,-10505,-138,0,Seattle SuperSonics,99.1,
101,353,10505,138,1,Utah Jazz,96.5,
78,353,10505,138,0,Utah Jazz,96.5,
89,353,-10505,-138,1,Seattle SuperSonics,99.1,
93,353,10505,138,0,Utah Jazz,96.5,
104,353,-10505,-138,1,Seattle SuperSonics,99.1,
93,353,-10505,-138,0,Seattle SuperSonics,99.1,
96,353,10505,138,1,Utah Jazz,96.5,
91,354,-9240,-7645,0,Philadelphia 76ers,94.8,
108,354,9240,7645,1,Indiana Pacers,101.3,
97,354,-9240,-7645,0,Philadelphia 76ers,94.8,
103,354,9240,7645,1,Indiana Pacers,101.3,
97,354,9240,7645,0,Indiana Pacers,101.3,
89,354,-9240,-7645,1,Philadelphia 76ers,94.8,
90,354,9240,7645,0,Indiana Pacers,101.3,
92,354,-9240,-7645,1,Philadelphia 76ers,94.8,
107,354,-9240,-7645,0,Philadelphia 76ers,94.8,
86,354,9240,7645,1,Indiana Pacers,101.3,
106,354,9240,7645,0,Indiana Pacers,101.3,
90,354,-9240,-7645,1,Philadelphia 76ers,94.8,
83,355,1321,561,0,New York Knicks,92.1,
87,355,-1321,-561,1,Miami Heat,94.4,
82,355,1321,561,0,New York Knicks,92.1,
76,355,-1321,-561,1,Miami Heat,94.4,
77,355,-1321,-561,0,Miami Heat,94.4,
76,355,1321,561,1,New York Knicks,92.1,
83,355,-1321,-561,0,Miami Heat,94.4,
91,355,1321,561,1,New York Knicks,92.1,
81,355,1321,561,0,New York Knicks,92.1,
87,355,-1321,-561,1,Miami Heat,94.4,
70,355,-1321,-561,0,Miami Heat,94.4,
72,355,1321,561,1,New York Knicks,92.1,
83,355,1321,561,0,New York Knicks,92.1,
82,355,-1321,-561,1,Miami Heat,94.4,
77,356,-5115,-2562,0,Phoenix Suns,98.9,
105,356,5115,2562,1,Los Angeles Lakers,100.8,
96,356,-5115,-2562,0,Phoenix Suns,98.9,
97,356,5115,2562,1,Los Angeles Lakers,100.8,
105,356,5115,2562,0,Los Angeles Lakers,100.8,
99,356,-5115,-2562,1,Phoenix Suns,98.9,
98,356,5115,2562,0,Los Angeles Lakers,100.8,
117,356,-5115,-2562,1,Phoenix Suns,98.9,
65,356,-5115,-2562,0,Phoenix Suns,98.9,
87,356,5115,2562,1,Los Angeles Lakers,100.8,
75,357,7963,-3377,0,Utah Jazz,96.5,
94,357,-7963,3377,1,Portland Trail Blazers,97.5,
85,357,7963,-3377,0,Utah Jazz,96.5,
103,357,-7963,3377,1,Portland Trail Blazers,97.5,
103,357,-7963,3377,0,Portland Trail Blazers,97.5,
84,357,7963,-3377,1,Utah Jazz,96.5,
85,357,-7963,3377,0,Portland Trail Blazers,97.5,
88,357,7963,-3377,1,Utah Jazz,96.5,
79,357,7963,-3377,0,Utah Jazz,96.5,
81,357,-7963,3377,1,Portland Trail Blazers,97.5,
88,358,-5392,-1234,0,New York Knicks,92.1,
102,358,5392,1234,1,Indiana Pacers,101.3,
84,358,-5392,-1234,0,New York Knicks,92.1,
88,358,5392,1234,1,Indiana Pacers,101.3,
95,358,5392,1234,0,Indiana Pacers,101.3,
98,358,-5392,-1234,1,New York Knicks,92.1,
89,358,5392,1234,0,Indiana Pacers,101.3,
91,358,-5392,-1234,1,New York Knicks,92.1,
79,358,-5392,-1234,0,New York Knicks,92.1,
88,358,5392,1234,1,Indiana Pacers,101.3,
93,358,5392,1234,0,Indiana Pacers,101.3,
80,358,-5392,-1234,1,New York Knicks,92.1,
94,359,1147,-2666,0,Portland Trail Blazers,97.5,
109,359,-1147,2666,1,Los Angeles Lakers,100.8,
106,359,1147,-2666,0,Portland Trail Blazers,97.5,
77,359,-1147,2666,1,Los Angeles Lakers,100.8,
93,359,-1147,2666,0,Los Angeles Lakers,100.8,
91,359,1147,-2666,1,Portland Trail Blazers,97.5,
103,359,-1147,2666,0,Los Angeles Lakers,100.8,
91,359,1147,-2666,1,Portland Trail Blazers,97.5,
96,359,1147,-2666,0,Portland Trail Blazers,97.5,
88,359,-1147,2666,1,Los Angeles Lakers,100.8,
93,359,-1147,2666,0,Los Angeles Lakers,100.8,
103,359,1147,-2666,1,Portland Trail Blazers,97.5,
84,359,1147,-2666,0,Portland Trail Blazers,97.5,
89,359,-1147,2666,1,Los Angeles Lakers,100.8,
106,331,-8437,-326,0,Charlotte Hornets,91.9,
80,331,8437,326,1,Miami Heat,88.9,
102,331,-8437,-326,0,Charlotte Hornets,91.9,
76,331,8437,326,1,Miami Heat,88.9,
79,331,8437,326,0,Miami Heat,88.9,
94,331,-8437,-326,1,Charlotte Hornets,91.9,
90,332,-2689,-556,0,Orlando Magic,97.5,
103,332,2689,556,1,Milwaukee Bucks,100.7,
96,332,-2689,-556,0,Orlando Magic,97.5,
103,332,2689,556,1,Milwaukee Bucks,100.7,
116,332,2689,556,0,Milwaukee Bucks,100.7,
121,332,-2689,-556,1,Orlando Magic,97.5,
112,332,2689,556,0,Milwaukee Bucks,100.7,
104,332,-2689,-556,1,Orlando Magic,97.5,
79,333,2625,7454,0,Indiana Pacers,92.6,
78,333,-2625,-7454,1,Philadelphia 76ers,94.7,
98,333,2625,7454,0,Indiana Pacers,92.6,
116,333,-2625,-7454,1,Philadelphia 76ers,94.7,
92,333,-2625,-7454,0,Philadelphia 76ers,94.7,
87,333,2625,7454,1,Indiana Pacers,92.6,
88,333,-2625,-7454,0,Philadelphia 76ers,94.7,
85,333,2625,7454,1,Indiana Pacers,92.6,
85,334,-1996,-2439,0,Toronto Raptors,97.6,
92,334,1996,2439,1,New York Knicks,88.7,
94,334,-1996,-2439,0,Toronto Raptors,97.6,
74,334,1996,2439,1,New York Knicks,88.7,
97,334,1996,2439,0,New York Knicks,88.7,
89,334,-1996,-2439,1,Toronto Raptors,97.6,
93,334,1996,2439,0,New York Knicks,88.7,
100,334,-1996,-2439,1,Toronto Raptors,97.6,
93,334,-1996,-2439,0,Toronto Raptors,97.6,
89,334,1996,2439,1,New York Knicks,88.7,
86,335,-15679,-3376,0,Dallas Mavericks,100.5,
88,335,15679,3376,1,Utah Jazz,97.1,
98,335,-15679,-3376,0,Dallas Mavericks,100.5,
109,335,15679,3376,1,Utah Jazz,97.1,
91,335,15679,3376,0,Utah Jazz,97.1,
94,335,-15679,-3376,1,Dallas Mavericks,100.5,
77,335,15679,3376,0,Utah Jazz,97.1,
107,335,-15679,-3376,1,Dallas Mavericks,100.5,
84,335,-15679,-3376,0,Dallas Mavericks,100.5,
83,335,15679,3376,1,Utah Jazz,97.1,
93,336,1214,5288,0,Portland Trail Blazers,95.4,
106,336,-1214,-5288,1,Los Angeles Lakers,100.6,
88,336,1214,5288,0,Portland Trail Blazers,95.4,
106,336,-1214,-5288,1,Los Angeles Lakers,100.6,
99,336,-1214,-5288,0,Los Angeles Lakers,100.6,
86,336,1214,5288,1,Portland Trail Blazers,95.4,
86,337,3035,2557,0,Phoenix Suns,94.0,
83,337,-3035,-2557,1,Sacramento Kings,101.7,
90,337,3035,2557,0,Phoenix Suns,94.0,
116,337,-3035,-2557,1,Sacramento Kings,101.7,
104,337,-3035,-2557,0,Sacramento Kings,101.7,
96,337,3035,2557,1,Phoenix Suns,94.0,
89,337,-3035,-2557,0,Sacramento Kings,101.7,
82,337,3035,2557,1,Phoenix Suns,94.0,
82,338,-5508,-6401,0,Minnesota Timberwolves,97.3,
87,338,5508,6401,1,San Antonio Spurs,96.2,
69,338,-5508,-6401,0,Minnesota Timberwolves,97.3,
86,338,5508,6401,1,San Antonio Spurs,96.2,
84,338,5508,6401,0,San Antonio Spurs,96.2,
93,338,-5508,-6401,1,Minnesota Timberwolves,97.3,
97,338,5508,6401,0,San Antonio Spurs,96.2,
84,338,-5508,-6401,1,Minnesota Timberwolves,97.3,
92,339,1476,3505,0,Charlotte Hornets,91.9,
104,339,-1476,-3505,1,Milwaukee Bucks,100.7,
90,339,1476,3505,0,Charlotte Hornets,91.9,
91,339,-1476,-3505,1,Milwaukee Bucks,100.7,
92,339,-1476,-3505,0,Milwaukee Bucks,100.7,
102,339,1476,3505,1,Charlotte Hornets,91.9,
78,339,-1476,-3505,0,Milwaukee Bucks,100.7,
85,339,1476,3505,1,Charlotte Hornets,91.9,
94,339,1476,3505,0,Charlotte Hornets,91.9,
86,339,-1476,-3505,1,Milwaukee Bucks,100.7,
104,339,-1476,-3505,0,Milwaukee Bucks,100.7,
97,339,1476,3505,1,Charlotte Hornets,91.9,
95,339,1476,3505,0,Charlotte Hornets,91.9,
104,339,-1476,-3505,1,Milwaukee Bucks,100.7,
96,340,3744,-150,0,Toronto Raptors,97.6,
93,340,-3744,150,1,Philadelphia 76ers,94.7,
92,340,3744,-150,0,Toronto Raptors,97.6,
97,340,-3744,150,1,Philadelphia 76ers,94.7,
78,340,-3744,150,0,Philadelphia 76ers,94.7,
102,340,3744,-150,1,Toronto Raptors,97.6,
84,340,-3744,150,0,Philadelphia 76ers,94.7,
79,340,3744,-150,1,Toronto Raptors,97.6,
88,340,3744,-150,0,Toronto Raptors,97.6,
121,340,-3744,150,1,Philadelphia 76ers,94.7,
89,340,-3744,150,0,Philadelphia 76ers,94.7,
101,340,3744,-150,1,Toronto Raptors,97.6,
87,340,3744,-150,0,Toronto Raptors,97.6,
88,340,-3744,150,1,Philadelphia 76ers,94.7,
105,341,-8812,-7831,0,Sacramento Kings,101.7,
108,341,8812,7831,1,Los Angeles Lakers,100.6,
90,341,-8812,-7831,0,Sacramento Kings,101.7,
96,341,8812,7831,1,Los Angeles Lakers,100.6,
103,341,8812,7831,0,Los Angeles Lakers,100.6,
81,341,-8812,-7831,1,Sacramento Kings,101.7,
119,341,8812,7831,0,Los Angeles Lakers,100.6,
113,341,-8812,-7831,1,Sacramento Kings,101.7,
78,342,-6544,-6029,0,Dallas Mavericks,100.5,
94,342,6544,6029,1,San Antonio Spurs,96.2,
86,342,-6544,-6029,0,Dallas Mavericks,100.5,
100,342,6544,6029,1,San Antonio Spurs,96.2,
104,342,6544,6029,0,San Antonio Spurs,96.2,
90,342,-6544,-6029,1,Dallas Mavericks,100.5,
