Player ID,Player name,MP
ervinju01,Julius Erving,177
dawkida01,Darryl Dawkins,162
jonesbo01,Bobby Jones,134
hollili01,Lionel Hollins,162
cheekma01,Maurice Cheeks,191
jonesca01,Caldwell Jones,192
bibbyhe01,Henry Bibby,121
mixst01,Steve Mix,53
spanaji01,Jim Spanarkel,5
toonebe01,Bernard Toone,3
johnsed02,Eddie Johnson,188
roundda01,Dan Roundfield,174
drewjo01,John Drew,150
crissch01,Charlie Criss,152
hawesst01,Steve Hawes,149
rollitr01,Tree Rollins,134
hillar01,Armond Hill,109
mcelrji01,Jim McElroy,32
brownjo01,John Brown,58
givenja01,Jack Givens,36
pellosa01,Sam Pellom,18
