Player ID,Player name,MP
murphca01,Calvin Murphy,110
tomjaru01,Rudy Tomjanovich,111
newlimi01,Mike Newlin,107
ratleed01,Ed Ratleff,105
kunneke01,Kevin Kunnert,91
bailegu01,Gus Bailey,52
rileyro01,Ron Riley,59
hawesst01,Steve Hawes,46
abdulza01,Zaid Abdul-Aziz,29
wohlda01,Dave Wohl,7
wellsow01,Owen Wells,3
fraziwa01,Walt Frazier,124
monroea01,Earl Monroe,89
barneji02,Jim Barnett,59
jacksph01,Phil Jackson,78
wingoha01,Harthorne Wingo,76
gianejo01,John Gianelli,93
bradlbi01,Bill Bradley,88
davisme01,Mel Davis,28
walkne01,Neal Walk,39
darkje01,Jesse Dark,11
bellde01,Dennis Bell,27
rikerto01,Tom Riker,8
