Player ID,Player name,MP
barklch01,Charles Barkley,121
hawkihe01,Hersey Hawkins,127
gilliar01,Armen Gilliam,110
anderro01,Ron Anderson,81
mahorri01,Rick Mahorn,91
greenri01,Rickey Green,84
turnean01,Andre Turner,64
bolma01,Manute Bol,36
willija01,Jayson Williams,3
hoppeda01,Dave Hoppen,4
olivebr01,Brian Oliver,10
reidro01,Robert Reid,14
roberal01,Alvin Robertson,118
brickfr01,Frank Brickowski,110
humphja01,Jay Humphries,123
roberfr01,Fred Roberts,103
schayda01,Danny Schayes,71
hensost01,Steve Henson,40
grayeje01,Jeff Grayer,37
lohaubr01,Brad Lohaus,41
sikmaja01,Jack Sikma,51
dantlad01,Adrian Dantley,19
connele01,Lester Conner,7
krystla01,Larry Krystkowiak,25
