Player ID,Player name,MP
daviswa03,Walter Davis,160
westppa01,Paul Westphal,154
adamsal01,Alvan Adams,153
robintr01,Truck Robinson,121
bratzmi01,Mike Bratz,119
busedo01,Don Buse,170
heardga01,Gar Heard,112
kramejo01,Joel Kramer,82
scottal01,Alvin Scott,76
mcclate01,Ted McClain,37
forreba01,Bayard Forrest,16
birdsot01,Otis Birdsong,168
wedmasc01,Scott Wedman,174
robinbi01,Bill Robinzine,118
laceysa01,Sam Lacey,176
fordph01,Phil Ford,143
allenlu01,Lucius Allen,73
mckinbi01,Billy McKinney,96
hillmda01,Darnell Hillman,112
nashbo01,Bob Nash,64
washiri01,Richard Washington,52
gerargu01,Gus Gerard,24
