Player ID,Player name,MP
willigu01,Gus Williams,172
johnsde01,Dennis Johnson,250
webstma01,Marvin Webster,245
johnsjo01,John Johnson,160
brownfr01,Fred Brown,139
sikmaja01,Jack Sikma,181
silaspa01,Paul Silas,173
walkewa01,Wally Walker,84
hassejo01,Joe Hassett,9
sealsbr01,Bruce Seals,17
flemial01,Al Fleming,4
thompda01,David Thompson,228
isselda01,Dan Issel,210
roberan01,Anthony Roberts,195
jonesbo01,Bobby Jones,180
wilkebo01,Bob Wilkerson,197
hillmda01,Darnell Hillman,131
simpsra01,Ralph Simpson,86
calvima01,Mack Calvin,70
smithro01,Robert Smith,42
lagarto01,Tom LaGarde,48
ellisbo02,Bo Ellis,38
