Player ID,Player name,MP
westppa01,Paul Westphal,234
adamsal01,Alvan Adams,256
perrycu01,Curtis Perry,221
soberri01,Ricky Sobers,209
erickke01,Keith Erickson,176
heardga01,Gar Heard,265
vanardi01,Dick Van Arsdale,184
awtrede01,Dennis Awtrey,91
lumpkph01,Phil Lumpkin,55
hawthna01,Nate Hawthorne,27
rileypa01,Pat Riley,7
wetzejo01,John Wetzel,5
barryri01,Rick Barry,289
smithph01,Phil Smith,268
wilkeja01,Jamaal Wilkes,268
johnsch01,Charles Johnson,163
raycl01,Clifford Ray,207
dickede01,Derrek Dickey,83
dudlech01,Charles Dudley,127
johnsge02,George Johnson,139
willigu01,Gus Williams,98
davisdw01,Dwight Davis,70
mullije01,Jeff Mullins,16
hawkiro01,Bubbles Hawkins,2
