Player ID,Player name,MP
jordami01,Michael Jordan,245
pippesc01,Scottie Pippen,235
grantho01,Horace Grant,233
armstbj01,B.J. Armstrong,118
paxsojo01,John Paxson,160
cartwbi01,Bill Cartwright,150
willisc01,Scott Williams,85
levincl01,Cliff Levingston,60
kingst01,Stacey King,38
hodgecr01,Craig Hodges,51
perduwi01,Will Perdue,54
hansebo01,Bob Hansen,11
pricema01,Mark Price,204
nancela01,Larry Nance,232
daughbr01,Brad Daugherty,246
williho01,Hot Rod Williams,192
ehlocr01,Craig Ehlo,240
sandemi01,Mike Sanders,133
brandte01,Terrell Brandon,81
battljo01,John Battle,44
ferryda01,Danny Ferry,33
kerrst01,Steve Kerr,20
jameshe01,Henry James,9
phillbo01,Bobby Phills,6
