Player ID,Player name,MP
worthja01,James Worthy,156
johnsma02,Magic Johnson,154
abdulka01,Kareem Abdul-Jabbar,138
scottby01,Byron Scott,138
greenac01,A.C. Green,126
coopemi01,Michael Cooper,118
thompmy01,Mychal Thompson,72
rambiku01,Kurt Rambis,33
matthwe01,Wes Matthews,15
brancad01,Adrian Branch,7
smrekmi01,Mike Smrek,3
mcdanxa01,Xavier McDaniel,154
chambto01,Tom Chambers,148
ellisda01,Dale Ellis,142
johnsed02,Eddie Johnson,74
willike01,Kevin Williams,76
mcmilna01,Nate McMillan,104
listeal01,Alton Lister,99
lucasma01,Maurice Lucas,65
johnscl01,Clemon Johnson,34
schoeru01,Russ Schoene,27
youngda01,Danny Young,34
kitchcu01,Curtis Kitchen,3
