Player ID,Player name,MP
cummite01,Terry Cummings,108
presspa01,Paul Pressey,116
moncrsi01,Sidney Moncrief,96
listeal01,Alton Lister,76
hodgecr01,Craig Hodges,89
breuera01,Randy Breuer,60
davisch02,Charles Davis,33
piercri01,Ricky Pierce,76
glennmi01,Mike Glenn,19
fieldke01,Kenny Fields,23
mokespa01,Paul Mokeski,24
birdsot01,Otis Birdsong,132
willibu01,Buck Williams,126
gminsmi01,Mike Gminski,109
kingal01,Albert King,98
cookda01,Darwin Cook,77
ranseke01,Kelvin Ransey,68
johnsmi01,Mickey Johnson,54
dawkida01,Darryl Dawkins,17
turneje01,Jeff Turner,18
okoremi01,Mike O'Koren,21
