Player ID,Player name,MP
vandeki01,Kiki Vandeweghe,150
drexlcl01,Clyde Drexler,162
thompmy01,Mychal Thompson,125
paxsoji02,Jim Paxson,102
valenda01,Darnell Valentine,128
carrke01,Kenny Carr,116
bowiesa01,Sam Bowie,140
coltest01,Steve Colter,63
norriau01,Audie Norris,37
kerseje01,Jerome Kersey,12
blackro01,Rolando Blackman,169
aguirma01,Mark Aguirre,164
perkisa01,Sam Perkins,169
vinceja01,Jay Vincent,134
davisbr01,Brad Davis,113
harpede01,Derek Harper,132
ellisda01,Dale Ellis,68
nimphku01,Kurt Nimphius,50
bryanwa01,Wallace Bryant,36
