Player ID,Player name,MP
paxsoji02,Jim Paxson,74
thompmy01,Mychal Thompson,77
nattca01,Calvin Natt,75
coopewa01,Wayne Cooper,75
carrke01,Kenny Carr,47
valenda01,Darnell Valentine,51
leverfa01,Fat Lever,46
towneli01,Linton Townes,17
norriau01,Audie Norris,13
busedo01,Don Buse,5
willigu01,Gus Williams,81
sikmaja01,Jack Sikma,75
donalja01,James Donaldson,47
thompda01,David Thompson,65
hawesst01,Steve Hawes,35
vraneda01,Danny Vranes,56
sheltlo01,Lonnie Shelton,53
brownfr01,Fred Brown,30
smithph01,Phil Smith,19
kelsegr01,Greg Kelser,19
