Player ID,Player name,MP
kingre01,Reggie King,286
wedmasc01,Scott Wedman,304
grunfer01,Ernie Grunfeld,298
laceysa01,Sam Lacey,256
meriwjo01,Joe Meriweather,127
douglle01,Leon Douglas,209
sandefr01,Frankie Sanders,39
lambejo01,John Lambert,81
birdsot01,Otis Birdsong,45
waltoll01,Lloyd Walton,35
johnsde01,Dennis Johnson,267
daviswa03,Walter Davis,199
adamsal01,Alvan Adams,218
robintr01,Truck Robinson,233
cookje01,Jeff Cook,206
macyky01,Kyle Macy,102
scottal01,Alvin Scott,120
highjo01,Johnny High,117
kelleri01,Rich Kelley,113
kramejo01,Joel Kramer,101
nilesmi01,Mike Niles,4
