Player ID,Player name,MP
maxwece01,Cedric Maxwell,227
birdla01,Larry Bird,257
parisro01,Robert Parish,167
fordch01,Chris Ford,184
architi01,Tiny Archibald,203
robeyri01,Rick Robey,98
hendege01,Gerald Henderson,95
carrml01,M.L. Carr,110
mchalke01,Kevin McHale,83
duerote01,Terry Duerod,6
fernser01,Eric Fernsten,10
malonmo01,Moses Malone,269
reidro01,Robert Reid,244
paultbi01,Billy Paultz,196
dunlemi01,Mike Dunleavy,165
willobi01,Bill Willoughby,134
hendeto01,Tom Henderson,193
murphca01,Calvin Murphy,88
leaveal01,Allen Leavell,73
garreca01,Calvin Garrett,43
jonesma01,Major Jones,18
tomjaru01,Rudy Tomjanovich,17
