Player ID,Player name,MP
abdulka01,Kareem Abdul-Jabbar,189
dandrbo01,Bob Dandridge,155
roberos01,Oscar Robertson,165
williro01,Ron Williams,127
warneco01,Cornell Warner,148
mcglojo01,Jon McGlocklin,87
perrycu01,Curtis Perry,53
davismi02,Mickey Davis,21
driscte01,Terry Driscoll,10
garredi01,Dick Garrett,5
lovebo01,Bob Love,175
walkech01,Chet Walker,137
vanlino01,Norm Van Lier,183
raycl01,Clifford Ray,144
adelmri01,Rick Adelman,76
weissbo01,Bob Weiss,125
porteho01,Howard Porter,67
awtrede01,Dennis Awtrey,46
boerwto01,Tom Boerwinkle,2
garrero01,Rowland Garrett,5
