Player ID,Player name,MP
jordami01,Michael Jordan,160
pippesc01,Scottie Pippen,155
grantho01,Horace Grant,151
cartwbi01,Bill Cartwright,123
armstbj01,B.J. Armstrong,79
paxsojo01,John Paxson,112
levincl01,Cliff Levingston,61
hodgecr01,Craig Hodges,48
perduwi01,Will Perdue,50
willisc01,Scott Williams,15
kingst01,Stacey King,3
hopsode01,Dennis Hopson,3
johnsvi01,Vinnie Johnson,116
aguirma01,Mark Aguirre,126
thomais01,Isiah Thomas,151
dumarjo01,Joe Dumars,158
laimbbi01,Bill Laimbeer,88
sallejo01,John Salley,68
edwarja01,James Edwards,75
rodmade01,Dennis Rodman,118
hastisc01,Scott Hastings,10
bedfowi01,William Bedford,16
hendege01,Gerald Henderson,7
rollitr01,Tree Rollins,27
