Player ID,Player name,MP
moncrsi01,Sidney Moncrief,240
johnsma01,Marques Johnson,244
laniebo01,Bob Lanier,198
bridgju01,Junior Bridgeman,184
presspa01,Paul Pressey,119
dunlemi01,Mike Dunleavy,123
listeal01,Alton Lister,161
mokespa01,Paul Mokeski,121
breuera01,Randy Breuer,23
romarlo01,Lorenzo Romar,11
catchha01,Harvey Catchings,15
greveke01,Kevin Grevey,1
dawkida01,Darryl Dawkins,195
birdsot01,Otis Birdsong,227
richami01,Micheal Ray Richardson,231
willibu01,Buck Williams,248
kingal01,Albert King,153
gminsmi01,Mike Gminski,122
cookda01,Darwin Cook,121
okoremi01,Mike O'Koren,120
ranseke01,Kelvin Ransey,2
willobi01,Bill Willoughby,11
johnsre01,Reggie Johnson,10
