Player ID,Player name,MP
willigu01,Gus Williams,197
johnsde01,Dennis Johnson,197
sheltlo01,Lonnie Shelton,180
johnsjo01,John Johnson,176
sikmaja01,Jack Sikma,179
brownfr01,Fred Brown,49
silaspa01,Paul Silas,122
snydedi01,Dick Snyder,55
awtrede01,Dennis Awtrey,71
walkewa01,Wally Walker,22
hassejo01,Joe Hassett,2
abdulka01,Kareem Abdul-Jabbar,242
nixonno01,Norm Nixon,207
wilkeja01,Jamaal Wilkes,193
dantlad01,Adrian Dantley,157
boonero01,Ron Boone,160
carrke01,Kenny Carr,80
forddo01,Don Ford,75
hudsolo01,Lou Hudson,47
priceji01,Jim Price,79
robisda01,Dave Robisch,8
cartero01,Ron Carter,2
