Player ID,Player name,MP
kempsh01,Shawn Kemp,171
johnsed03,Eddie Johnson,107
perkisa01,Sam Perkins,171
piercri01,Ricky Pierce,156
paytoga01,Gary Payton,173
mckeyde01,Derrick McKey,175
mcmilna01,Nate McMillan,105
cagemi01,Michael Cage,111
askewvi01,Vincent Askew,14
barroda01,Dana Barros,12
paddige01,Gerald Paddio,3
schefst01,Steve Scheffler,2
malonka01,Karl Malone,216
malonje01,Jeff Malone,150
stockjo01,John Stockton,193
corbity01,Tyrone Corbin,161
benoida01,David Benoit,136
brownmi01,Mike Brown,93
humphja01,Jay Humphries,115
eatonma01,Mark Eaton,117
crottjo01,John Crotty,3
austiis01,Isaac Austin,3
donalja01,James Donaldson,5
krystla01,Larry Krystkowiak,8
