1984: N/A vs. N/A
,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,-additional
Rk,Player,Age,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,-9999
1,Larry Bird,27,7,305,62,128,4,6,64,76,26,72,98,25,15,8,25,24,192,.484,.667,.842,43.6,27.4,14.0,3.6,2.1,1.1,birdla01
2,Dennis Johnson,29,7,255,45,114,1,2,32,37,9,12,21,33,11,2,18,25,123,.395,.500,.865,36.4,17.6,3.0,4.7,1.6,0.3,johnsde01
3,Robert Parish,30,7,256,44,100,0,0,20,34,30,50,80,9,11,11,14,32,108,.440,,.588,36.6,15.4,11.4,1.3,1.6,1.6,parisro01
4,Kevin McHale,26,7,214,33,73,0,2,28,36,17,24,41,8,2,8,13,24,94,.452,.000,.778,30.6,13.4,5.9,1.1,0.3,1.1,mchalke01
5,Cedric Maxwell,28,7,242,22,48,0,0,47,55,16,23,39,23,8,2,14,24,91,.458,,.855,34.6,13.0,5.6,3.3,1.1,0.3,maxwece01
6,Gerald Henderson,28,7,179,37,79,0,1,12,18,10,8,18,28,10,0,14,18,86,.468,.000,.667,25.6,12.3,2.6,4.0,1.4,0.0,hendege01
7,Danny Ainge,24,7,98,19,44,1,4,3,6,2,6,8,15,5,0,5,16,42,.432,.250,.500,14.0,6.0,1.1,2.1,0.7,0.0,aingeda01
8,Scott Wedman,31,4,73,17,37,3,6,0,0,12,9,21,10,0,0,6,6,37,.459,.500,,18.3,9.3,5.3,2.5,0.0,0.0,wedmasc01
9,Quinn Buckner,29,7,56,6,18,0,1,2,4,5,1,6,4,1,0,2,11,14,.333,.000,.500,8.0,2.0,0.9,0.6,0.1,0.0,bucknqu01
10,M.L. Carr,33,4,28,4,11,0,2,5,6,2,1,3,2,2,0,1,6,13,.364,.000,.833,7.0,3.3,0.8,0.5,0.5,0.0,carrml01
11,Carlos Clark,23,3,11,2,5,0,0,0,0,1,0,1,0,0,1,0,3,4,.400,,,3.7,1.3,0.3,0.0,0.0,0.3,clarkca01
12,Greg Kite,22,4,13,1,4,0,0,0,0,1,0,1,2,0,1,0,5,2,.250,,,3.3,0.5,0.3,0.5,0.0,0.3,kitegr01

,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,-additional
Rk,Player,Age,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,-9999
1,Kareem Abdul-Jabbar,36,7,272,75,156,0,0,36,53,23,34,57,31,12,15,21,27,186,.481,,.679,38.9,26.6,8.1,4.4,1.7,2.1,abdulka01
2,James Worthy,22,7,274,67,105,0,1,21,32,14,17,31,16,10,2,16,25,155,.638,.000,.656,39.1,22.1,4.4,2.3,1.4,0.3,worthja01
3,Magic Johnson,24,7,295,47,84,0,1,32,43,7,47,54,95,14,6,31,28,126,.560,.000,.744,42.1,18.0,7.7,13.6,2.0,0.9,johnsma02
4,Michael Cooper,27,7,262,36,77,5,10,17,22,7,18,25,37,8,5,9,29,94,.468,.500,.773,37.4,13.4,3.6,5.3,1.1,0.7,coopemi01
5,Bob McAdoo,32,6,146,28,61,0,0,19,29,7,26,33,4,2,8,15,23,75,.459,,.655,24.3,12.5,5.5,0.7,0.3,1.3,mcadobo01
6,Kurt Rambis,25,7,156,22,35,0,0,6,11,14,31,45,4,2,2,9,24,50,.629,,.545,22.3,7.1,6.4,0.6,0.3,0.3,rambiku01
7,Byron Scott,22,7,105,18,38,1,5,5,7,2,6,8,5,7,0,6,12,42,.474,.200,.714,15.0,6.0,1.1,0.7,1.0,0.0,scottby01
8,Jamaal Wilkes,30,7,99,13,29,0,0,6,8,3,10,13,3,2,0,4,15,32,.448,,.750,14.1,4.6,1.9,0.4,0.3,0.0,wilkeja01
9,Swen Nater,34,7,60,8,19,0,0,12,14,9,13,22,0,0,1,2,10,28,.421,,.857,8.6,4.0,3.1,0.0,0.0,0.1,natersw01
10,Mike McGee,24,3,42,9,24,0,1,5,7,6,2,8,0,2,1,3,9,23,.375,.000,.714,14.0,7.7,2.7,0.0,0.7,0.3,mcgeemi01
11,Mitch Kupchak,29,3,12,2,4,0,0,3,4,3,5,8,2,0,1,0,2,7,.500,,.750,4.0,2.3,2.7,0.7,0.0,0.3,kupchmi01
12,Larry Spriggs,24,2,7,2,3,0,0,0,0,1,1,2,1,0,0,0,2,4,.667,,,3.5,2.0,1.0,0.5,0.0,0.0,sprigla01
