Player ID,Player name,MP
jamesle01,LeBron James,304
wadedw01,Dwyane Wade,264
chalmma01,Mario Chalmers,190
boshch01,Chris Bosh,221
allenra02,Ray Allen,158
hasleud01,Udonis Haslem,135
anderch01,Chris Andersen,109
coleno01,Norris Cole,137
battish01,Shane Battier,97
millemi01,Mike Miller,36
lewisra02,Rashard Lewis,9
anthojo01,Joel Anthony,39
jonesja02,James Jones,6
hibbero01,Roy Hibbert,277
georgpa01,Paul George,281
westda01,David West,269
hillge01,George Hill,279
stephla01,Lance Stephenson,264
hansbty01,Tyler Hansbrough,71
augusdj01,D.J. Augustin,99
youngsa01,Sam Young,71
mahinia01,Ian Mahinmi,59
greenge01,Gerald Green,14
johnsor01,Orlando Johnson,9
pendeje02,Jeff Ayres,5
hansbbe01,Ben Hansbrough,7
