Player ID,Player name,MP
hardati01,Tim Hardaway,292
mournal01,Alonzo Mourning,250
lenarvo01,Voshon Lenard,216
mashbja01,Jamal Mashburn,238
majerda01,Dan Majerle,218
brownpj01,P.J. Brown,159
austiis01,Isaac Austin,140
crottjo01,John Crotty,76
anderwi01,Willie Anderson,59
askinke01,Keith Askins,30
stricma01,Mark Strickland,2
ewingpa01,Patrick Ewing,236
houstal01,Allan Houston,243
starkjo01,John Starks,171
johnsla02,Larry Johnson,192
oaklech01,Charles Oakley,266
childch01,Chris Childs,236
willibu01,Buck Williams,134
wardch01,Charlie Ward,129
wallajo01,John Wallace,40
mccarwa01,Walter McCarty,3
willihe01,Herb Williams,22
brooksc01,Scott Brooks,8
