Player ID,Player name,MP
mchalke01,Kevin McHale,210
birdla01,Larry Bird,200
johnsde01,Dennis Johnson,202
parisro01,Robert Parish,207
aingeda01,Danny Ainge,180
willira01,Ray Williams,56
wedmasc01,Scott Wedman,61
maxwece01,Cedric Maxwell,49
bucknqu01,Quinn Buckner,28
carrml01,M.L. Carr,5
kitegr01,Greg Kite,2
cheekma01,Maurice Cheeks,200
malonmo01,Moses Malone,210
toneyan01,Andrew Toney,172
barklch01,Charles Barkley,169
ervinju01,Julius Erving,164
jonesbo01,Bobby Jones,116
richacl01,Clint Richardson,106
johnscl01,Clemon Johnson,52
willisa02,Sam Williams,8
johnsge03,George Johnson,1
threase01,Sedale Threatt,1
woodle01,Leon Wood,1
