Player ID,Player name,MP
dantlad01,Adrian Dantley,94
thomais01,Isiah Thomas,110
johnsvi01,Vinnie Johnson,85
laimbbi01,Bill Laimbeer,110
mahorri01,Rick Mahorn,88
dumarjo01,Joe Dumars,83
rodmade01,Dennis Rodman,48
sallejo01,John Salley,40
greensi02,Sidney Green,25
campbto01,Tony Campbell,7
nimphku01,Kurt Nimphius,22
nevitch01,Chuck Nevitt,8
malonmo01,Moses Malone,114
catlete01,Terry Catledge,98
malonje01,Jeff Malone,105
vinceja01,Jay Vincent,72
willijo02,John Williams,49
adamsmi01,Michael Adams,82
cookda01,Darwin Cook,41
bolma01,Manute Bol,43
johnsfr01,Frank Johnson,28
jonesch01,Charles Jones,56
whatlen01,Ennis Whatley,32
