Player ID,Player name,MP
abdulka01,Kareem Abdul-Jabbar,203
johnsma02,Magic Johnson,256
wilkeja01,Jamaal Wilkes,252
nixonno01,Norm Nixon,254
coopemi01,Michael Cooper,185
choneji01,Jim Chones,185
landsma01,Mark Landsberger,86
hollabr01,Brad Holland,13
haywosp01,Spencer Haywood,5
byrnema01,Marty Byrnes,1
ervinju01,Julius Erving,244
dawkida01,Darryl Dawkins,203
cheekma01,Maurice Cheeks,221
hollili01,Lionel Hollins,216
jonesbo01,Bobby Jones,161
jonesca01,Caldwell Jones,202
mixst01,Steve Mix,76
bibbyhe01,Henry Bibby,114
richacl01,Clint Richardson,1
spanaji01,Jim Spanarkel,1
toonebe01,Bernard Toone,1
