Player ID,Player name,MP
malonmo01,Moses Malone,157
toneyan01,Andrew Toney,147
ervinju01,Julius Erving,153
cheekma01,Maurice Cheeks,143
jonesbo01,Bobby Jones,107
richacl01,Clint Richardson,92
iavarma01,Marc Iavaroni,99
johnscl01,Clemon Johnson,38
mcnamma01,Mark McNamara,1
curetea01,Earl Cureton,19
edwarfr01,Franklin Edwards,3
johnsre01,Reggie Johnson,1
abdulka01,Kareem Abdul-Jabbar,155
johnsma02,Magic Johnson,179
wilkeja01,Jamaal Wilkes,157
nixonno01,Norm Nixon,110
coopemi01,Michael Cooper,126
rambiku01,Kurt Rambis,85
mcadobo01,Bob McAdoo,42
landsma01,Mark Landsberger,56
johnscl02,Clay Johnson,12
mcgeemi01,Mike McGee,20
jonesdw01,Dwight Jones,17
mixst01,Steve Mix,1
