Player ID,Player name,MP
ervinju01,Julius Erving,219
kenonla01,Larry Kenon,173
paultbi01,Billy Paultz,200
taylobr01,Brian Taylor,163
willijo01,John Williamson,160
ladnewe01,Wendell Ladner,78
galemi01,Mike Gale,125
melchbi01,Bill Melchionni,45
schaebi01,Billy Schaeffer,14
sojouwi01,Willie Sojourner,45
obrieji02 ,Jim O'Brien,3
jonesji01,Jimmy Jones,222
wisewi01,Willie Wise,230
boonero01,Ron Boone,210
mountri01,Rick Mount,125
beatyze01,Zelmo Beaty,107
govange01,Gerald Govan,188
neumajo01,Johnny Neumann,40
sealsbr01,Bruce Seals,45
ebronro01,Roy Ebron,27
beasljo01,John Beasley,31
