Player ID,Player name,MP
lovebo01,Bob Love,273
walkech01,Chet Walker,198
sloanje01,Jerry Sloan,187
vanlino01,Norm Van Lier,236
boerwto01,Tom Boerwinkle,188
wilsobo03,Bobby Wilson,68
thurmna01,Nate Thurmond,107
guokama02,Matt Guokas,132
garrero01,Rowland Garrett,47
blockjo01,John Block,24
benbole01,Leon Benbow,2
johnsmi01,Mickey Johnson,2
architi01,Tiny Archibald,242
walkeji01,Jimmy Walker,225
wedmasc01,Scott Wedman,230
johnsol01,Ollie Johnson,166
mcneila01,Larry McNeill,103
laceysa01,Sam Lacey,264
behagro01,Ron Behagen,108
dantomi01,Mike D'Antoni,42
adelmri01,Rick Adelman,34
kojisdo01,Don Kojis,22
kosmale01,Len Kosmalski,29
