Player ID,Player name,MP
abdulka01,Kareem Abdul-Jabbar,213
worthja01,James Worthy,234
johnsma02,Magic Johnson,235
scottby01,Byron Scott,208
coopemi01,Michael Cooper,153
mcadobo01,Bob McAdoo,117
rambiku01,Kurt Rambis,132
kupchmi01,Mitch Kupchak,87
mcgeemi01,Mike McGee,26
sprigla01,Larry Spriggs,27
lestero01,Ronnie Lester,6
nevitch01,Chuck Nevitt,2
mchalke01,Kevin McHale,240
birdla01,Larry Bird,241
parisro01,Robert Parish,223
johnsde01,Dennis Johnson,247
aingeda01,Danny Ainge,203
wedmasc01,Scott Wedman,105
willira01,Ray Williams,37
maxwece01,Cedric Maxwell,54
bucknqu01,Quinn Buckner,31
kitegr01,Greg Kite,44
carrml01,M.L. Carr,8
clarkca01,Carlos Clark,7
