Player ID,Player name,MP
jordami01,Michael Jordan,212
pippesc01,Scottie Pippen,158
grantho01,Horace Grant,187
kingst01,Stacey King,104
cartwbi01,Bill Cartwright,163
armstbj01,B.J. Armstrong,91
paxsojo01,John Paxson,132
hodgecr01,Craig Hodges,69
nealyed01,Ed Nealy,57
perduwi01,Will Perdue,25
davisch02,Charles Davis,2
barklch01,Charles Barkley,218
hawkihe01,Hersey Hawkins,211
gminsmi01,Mike Gminski,179
dawkijo01,Johnny Dawkins,209
anderro01,Ron Anderson,144
mahorri01,Rick Mahorn,161
brooksc01,Scott Brooks,31
thornbo01,Bob Thornton,44
payneke01,Kenny Payne,1
copella01,Lanard Copeland,1
nimphku01,Kurt Nimphius,1
