Player ID,Player name,MP
willigu01,Gus Williams,121
johnsde01,Dennis Johnson,115
sikmaja01,Jack Sikma,101
johnsjo01,John Johnson,91
brownfr01,Fred Brown,58
walkewa01,Wally Walker,52
sheltlo01,Lonnie Shelton,71
silaspa01,Paul Silas,59
baileja01,James Bailey,25
lagarto01,Tom LaGarde,48
johnsvi01,Vinnie Johnson,4
batesbi01,Billy Ray Bates,104
brewero01,Ron Brewer,106
nattca01,Calvin Natt,125
owensto01,Tom Owens,83
washike01,Kermit Washington,121
breweji01,Jim Brewer,67
paxsoji02,Jim Paxson,44
grossbo01,Bob Gross,51
dunntr01,T.R. Dunn,24
twardda01,Dave Twardzik,20
