Player ID,Player name,MP
malonka01,Karl Malone,169
malonje01,Jeff Malone,155
stockjo01,John Stockton,156
edwarbl01,Blue Edwards,106
brownmi01,Mike Brown,97
baileth01,Thurl Bailey,106
eatonma01,Mark Eaton,107
ruddde01,Delaney Rudd,37
brownto01,Tony Brown,14
griffda01,Darrell Griffith,6
palmewa01,Walter Palmer,4
toolsan01,Andy Toolson,3
hornaje01,Jeff Hornacek,145
chambto01,Tom Chambers,142
johnske02,Kevin Johnson,146
majerda01,Dan Majerle,110
mcdanxa01,Xavier McDaniel,101
knighne01,Negele Knight,56
langan01,Andrew Lang,55
westma01,Mark West,93
cebalce01,Cedric Ceballos,24
carrojo01,Joe Barry Carroll,15
rambiku01,Kurt Rambis,53
nealyed01,Ed Nealy,20
