Player ID,Player name,MP
havlijo01,John Havlicek,330
cowenda01,Dave Cowens,305
whitejo01,Jo Jo White,318
chanedo01,Don Chaney,270
silaspa01,Paul Silas,245
nelsodo01,Don Nelson,135
westppa01,Paul Westphal,94
finkeha01,Hank Finkel,45
hankiph01,Phil Hankinson,1
williar01,Art Williams,11
kuberst01,Steve Kuberski,1
abdulka01,Kareem Abdul-Jabbar,345
dandrbo01,Bob Dandridge,298
roberos01,Oscar Robertson,337
davismi02,Mickey Davis,207
perrycu01,Curtis Perry,130
mcglojo01,Jon McGlocklin,104
warneco01,Cornell Warner,204
williro01,Ron Williams,89
leeru01,Russ Lee,7
driscte01,Terry Driscoll,5
garredi01,Dick Garrett,29
