Player ID,Player name,MP
nixonno01,Norm Nixon,164
abdulka01,Kareem Abdul-Jabbar,141
mcadobo01,Bob McAdoo,118
johnsma02,Magic Johnson,163
wilkeja01,Jamaal Wilkes,139
coopemi01,Michael Cooper,113
rambiku01,Kurt Rambis,80
landsma01,Mark Landsberger,18
johnscl02,Clay Johnson,7
breweji01,Jim Brewer,16
jordaed01,Eddie Jordan,1
gervige01,George Gervin,171
mitchmi01,Mike Mitchell,163
corzida01,Dave Corzine,121
olberma01,Mark Olberding,145
moorejo01,Johnny Moore,129
banksge01,Gene Banks,69
bratzmi01,Mike Bratz,75
johnsge02,George Johnson,68
rainsed01,Ed Rains,12
yonakri01,Rich Yonakor,2
lambejo01,John Lambert,2
pheglro01,Roger Phegley,3
