Player ID,Player name,MP
barklch01,Charles Barkley,241
johnske02,Kevin Johnson,233
majerda01,Dan Majerle,269
dumasri02,Richard Dumas,153
aingeda01,Danny Ainge,135
milleol01,Oliver Miller,135
westma01,Mark West,123
chambto01,Tom Chambers,67
cebalce01,Cedric Ceballos,46
johnsfr01,Frank Johnson,30
mustaje01,Jerrod Mustaf,4
knighne01,Negele Knight,4
robinda01,David Robinson,245
elliose01,Sean Elliott,230
ellisda01,Dale Ellis,187
reidjr01,J.R. Reid,126
carran01,Antoine Carr,99
johnsav01,Avery Johnson,199
anderwi01,Willie Anderson,105
cummite01,Terry Cummings,69
delnevi01,Vinny Del Negro,77
daniell01,Lloyd Daniels,48
smithla01,Larry Smith,39
woodda01,David Wood,16
