Player ID,Player name,MP
whitejo01,Jo Jo White,253
cowenda01,Dave Cowens,262
scottch01,Charlie Scott,215
havlijo01,John Havlicek,149
silaspa01,Paul Silas,258
nelsodo01,Don Nelson,108
kuberst01,Steve Kuberski,72
stacoke01,Kevin Stacom,73
ardji01,Jim Ard,30
mcdongl01,Glenn McDonald,16
anderje01,Jerome Anderson,3
bosweto01,Tom Boswell,1
cleamji01,Jim Cleamons,238
carrau01,Austin Carr,130
russeca02,Campy Russell,145
smithbi02,Bingo Smith,186
snydedi01,Dick Snyder,164
thurmna01,Nate Thurmond,225
breweji01,Jim Brewer,241
wittelu01,Luke Witte,26
walkefo01,Foots Walker,50
lambejo01,John Lambert,32
garrero01,Rowland Garrett,3
