Player ID,Player name,MP
dantlad01,Adrian Dantley,201
baileth01,Thurl Bailey,169
griffda01,Darrell Griffith,171
wilkije01,Jeff Wilkins,122
greenri01,Rickey Green,153
eatonma01,Mark Eaton,158
stockjo01,John Stockton,89
roberfr01,Fred Roberts,57
kelleri01,Rich Kelley,44
paultbi01,Billy Paultz,20
mannipa01,Pace Mannion,11
hansebo01,Bob Hansen,5
olajuha01,Hakeem Olajuwon,187
sampsra01,Ralph Sampson,193
lloydle01,Lewis Lloyd,174
lucasjo01,John Lucas,152
mccraro01,Rodney McCray,181
reidro01,Robert Reid,87
wiggimi01,Mitchell Wiggins,45
hollili01,Lionel Hollins,94
michela01,Larry Micheaux,57
leaveal01,Allen Leavell,16
ehlocr01,Craig Ehlo,6
peterji01,Jim Petersen,8
