Player ID,Player name,MP
dandrbo01,Bob Dandridge,284
hayesel01,Elvin Hayes,293
greveke01,Kevin Grevey,207
ballagr01,Greg Ballard,136
hendeto01,Tom Henderson,218
unselwe01,Wes Unseld,270
wrighla01,Larry Wright,70
johnsch01,Charles Johnson,108
cheniph01,Phil Chenier,50
corzida01,Dave Corzine,38
kupchmi01,Mitch Kupchak,6
gervige01,George Gervin,276
kenonla01,Larry Kenon,268
silasja01,James Silas,239
galemi01,Mike Gale,134
greenmi01,Mike Green,174
dietrco01,Coby Dietrick,172
paultbi01,Billy Paultz,156
olberma01,Mark Olberding,179
bristal01,Allan Bristow,59
dampilo01,Louie Dampier,22
moslegl01,Glenn Mosley,1
