Player ID,Player name,MP
daughbr01,Brad Daugherty,203
nancela01,Larry Nance,183
pricema01,Mark Price,151
ehlocr01,Craig Ehlo,142
williho01,Hot Rod Williams,139
brandte01,Terrell Brandon,83
sandemi01,Mike Sanders,100
wilkige01,Gerald Wilkins,104
ferryda01,Danny Ferry,72
guidija01,Jay Guidinger,12
battljo01,John Battle,6
phillbo01,Bobby Phills,5
colemde01,Derrick Coleman,225
morrich01,Chris Morris,163
petrodr01,Dražen Petrović,193
robinru01,Rumeal Robinson,136
schindw01,Dwayne Schintzius,106
brownch01,Chucky Brown,62
cheekma01,Maurice Cheeks,82
addisra01,Rafael Addison,53
bowiesa01,Sam Bowie,71
kingbe01,Bernard King,24
mahorri01,Rick Mahorn,63
georgta01,Tate George,22
