Player ID,Player name,MP
daviswa03,Walter Davis,172
lucasma01,Maurice Lucas,166
edwarja01,James Edwards,145
nancela01,Larry Nance,192
macyky01,Kyle Macy,152
westppa01,Paul Westphal,93
sandemi01,Mike Sanders,48
adamsal01,Alvan Adams,88
pittmch01,Charles Pittman,68
scottal01,Alvin Scott,33
fostero01,Rod Foster,33
robeyri01,Rick Robey,10
paxsoji02,Jim Paxson,172
nattca01,Calvin Natt,195
valenda01,Darnell Valentine,178
carrke01,Kenny Carr,180
thompmy01,Mychal Thompson,121
drexlcl01,Clyde Drexler,85
leverfa01,Fat Lever,75
coopewa01,Wayne Cooper,104
norriau01,Audie Norris,52
lampje01,Jeff Lamp,19
verhope01,Pete Verhoeven,19
