Player ID,Player name,MP
mcgeemi01,Mike McGee,74
abdulka01,Kareem Abdul-Jabbar,72
worthja01,James Worthy,71
mcadobo01,Bob McAdoo,70
johnsma02,Magic Johnson,95
scottby01,Byron Scott,77
coopemi01,Michael Cooper,88
sprigla01,Larry Spriggs,65
rambiku01,Kurt Rambis,52
kupchmi01,Mitch Kupchak,31
lestero01,Ronnie Lester,14
nevitch01,Chuck Nevitt,11
lucasma01,Maurice Lucas,84
sandemi01,Mike Sanders,91
adamsal01,Alvan Adams,79
humphja01,Jay Humphries,90
pittmch01,Charles Pittman,82
macyky01,Kyle Macy,85
holtomi01,Michael Holton,55
fostero01,Rod Foster,56
jonesch02,Charles Jones,34
scottal01,Alvin Scott,64
