Player ID,Player name,MP
kempsh01,Shawn Kemp,155
piercri01,Ricky Pierce,149
johnsed03,Eddie Johnson,107
mckeyde01,Derrick McKey,147
paytoga01,Gary Payton,120
mcmilna01,Nate McMillan,103
cagemi01,Michael Cage,82
benjabe01,Benoit Benjamin,61
barroda01,Dana Barros,20
brownto01,Tony Brown,15
conloma01,Marty Conlon,1
hardati01,Tim Hardaway,176
marcisa01,Šarūnas Marčiulionis,133
owensbi01,Billy Owens,157
mullich01,Chris Mullin,168
eliema01,Mario Elie,80
gatlich01,Chris Gatling,81
listeal01,Alton Lister,47
alexavi01,Victor Alexander,24
higgiro01,Rod Higgins,17
hillty01,Tyrone Hill,47
askewvi01,Vincent Askew,30
