Player ID,Player name,MP
lucasma01,Maurice Lucas,163
hollili01,Lionel Hollins,150
waltobi01,Bill Walton,174
davisjo01,Johnny Davis,142
gillihe01,Herm Gilliam,91
grossbo01,Bob Gross,110
steella01,Larry Steele,78
nealll01,Lloyd Neal,37
jonesro01,Robin Jones,10
walkewa01,Wally Walker,5
abdulka01,Kareem Abdul-Jabbar,173
russeca01,Cazzie Russell,148
tatumea01,Earl Tatum,139
forddo01,Don Ford,94
allenlu01,Lucius Allen,71
chanedo01,Don Chaney,138
abernto01,Tom Abernethy,83
neumajo01,Johnny Neumann,37
kupeccj01,C.J. Kupec,19
warneco01,Cornell Warner,26
lamarbo01,Bo Lamar,32
