Player ID,Player name,MP
wilkeja01,Jamaal Wilkes,234
abdulka01,Kareem Abdul-Jabbar,212
nixonno01,Norm Nixon,236
mcadobo01,Bob McAdoo,165
johnsma02,Magic Johnson,250
coopemi01,Michael Cooper,162
rambiku01,Kurt Rambis,120
mcgeemi01,Mike McGee,5
breweji01,Jim Brewer,5
landsma01,Mark Landsberger,31
johnscl02,Clay Johnson,15
jordaed01,Eddie Jordan,5
toneyan01,Andrew Toney,227
ervinju01,Julius Erving,230
cheekma01,Maurice Cheeks,223
dawkida01,Darryl Dawkins,121
jonesbo01,Bobby Jones,186
richacl01,Clint Richardson,91
jonesca01,Caldwell Jones,177
bantomi01,Mike Bantom,111
hollili01,Lionel Hollins,34
mixst01,Steve Mix,15
curetea01,Earl Cureton,22
edwarfr01,Franklin Edwards,3
