Player ID,Player name,MP
hayesel01,Elvin Hayes,272
cheniph01,Phil Chenier,235
porteke01,Kevin Porter,206
weathni01,Nick Weatherspoon,157
unselwe01,Wes Unseld,263
riordmi01,Mike Riordan,146
jonesji01,Jimmy Jones,89
haskicl01,Clem Haskins,25
robintr01,Truck Robinson,27
gibbsdi01,Dick Gibbs,5
kozelto01,Tom Kozelko,11
duvalde01,Dennis DuVal,4
whitejo01,Jo Jo White,259
cowenda01,Dave Cowens,264
havlijo01,John Havlicek,255
nelsodo01,Don Nelson,158
silaspa01,Paul Silas,231
chanedo01,Don Chaney,160
westppa01,Paul Westphal,82
finkeha01,Hank Finkel,9
mcdongl01,Glenn McDonald,12
ardji01,Jim Ard,9
stacoke01,Kevin Stacom,1
