Player ID,Player name,MP
mullich01,Chris Mullin,179
hardati01,Tim Hardaway,170
richmmi01,Mitch Richmond,155
marcisa01,Šarūnas Marčiulionis,103
eliema01,Mario Elie,92
higgiro01,Rod Higgins,81
tolbeto01,Tom Tolbert,60
hillty01,Tyrone Hill,55
peterji01,Jim Petersen,45
askewvi01,Vincent Askew,15
listeal01,Alton Lister,5
robinda01,David Robinson,166
anderwi01,Willie Anderson,159
stricro02,Rod Strickland,168
cummite01,Terry Cummings,124
elliose01,Sean Elliott,132
presspa01,Paul Pressey,124
wingada01,David Wingate,38
greensi02,Sidney Green,11
greenda01,Dave Greenwood,5
johnsav01,Avery Johnson,19
higgise01,Sean Higgins,13
masseto01,Tony Massenburg,1
