Player ID,Player name,MP
portete01,Terry Porter,108
kerseje01,Jerome Kersey,122
drexlcl01,Clyde Drexler,122
willibu01,Buck Williams,92
duckwke01,Kevin Duckworth,82
petrodr01,Dražen Petrović,28
youngda01,Danny Young,40
robincl02,Clifford Robinson,39
bryanma01,Mark Bryant,33
coopewa01,Wayne Cooper,54
blackro01,Rolando Blackman,127
harpede01,Derek Harper,119
tarplro01,Roy Tarpley,129
perkisa01,Sam Perkins,118
willihe01,Herb Williams,81
alforst01,Steve Alford,42
donalja01,James Donaldson,74
wennibi01,Bill Wennington,25
jonesan01,Anthony Jones,3
whitera01,Randy White,2
