1990: N/A vs. N/A
,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,-additional
Rk,Player,Age,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,-9999
1,Isiah Thomas,28,5,192,52,96,11,16,23,31,8,18,26,35,8,2,25,19,138,.542,.688,.742,38.4,27.6,5.2,7.0,1.6,0.4,thomais01
2,Joe Dumars,26,5,210,34,82,2,7,33,37,5,9,14,28,4,0,18,11,103,.415,.286,.892,42.0,20.6,2.8,5.6,0.8,0.0,dumarjo01
3,James Edwards,34,5,138,29,65,0,1,14,25,8,11,19,4,2,3,5,20,72,.446,.000,.560,27.6,14.4,3.8,0.8,0.4,0.6,edwarja01
4,Bill Laimbeer,32,5,191,24,54,8,22,10,10,12,55,67,12,7,3,1,25,66,.444,.364,1.000,38.2,13.2,13.4,2.4,1.4,0.6,laimbbi01
5,Vinnie Johnson,33,5,113,25,46,0,1,11,14,7,3,10,6,1,3,8,11,61,.543,.000,.786,22.6,12.2,2.0,1.2,0.2,0.6,johnsvi01
6,Mark Aguirre,30,5,120,15,45,4,8,14,21,6,12,18,4,2,0,6,12,48,.333,.500,.667,24.0,9.6,3.6,0.8,0.4,0.0,aguirma01
7,John Salley,25,5,143,12,32,0,0,9,13,18,14,32,2,1,12,4,18,33,.375,,.692,28.6,6.6,6.4,0.4,0.2,2.4,sallejo01
8,Dennis Rodman,28,4,79,4,9,0,0,1,4,6,16,22,3,2,2,6,13,9,.444,,.250,19.8,2.3,5.5,0.8,0.5,0.5,rodmade01
9,Dave Greenwood,32,3,33,1,3,0,0,1,2,2,7,9,0,1,0,2,8,3,.333,,.500,11.0,1.0,3.0,0.0,0.3,0.0,greenda01
10,Gerald Henderson,34,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1.000,,,1.0,1.0,0.0,0.0,0.0,0.0,hendege01
11,Scott Hastings,29,2,4,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,.000,.000,,2.0,0.0,0.0,0.0,0.0,0.0,hastisc01

 
,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,-additional
Rk,Player,Age,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,-9999
1,Clyde Drexler,27,5,204,51,94,2,12,28,37,13,26,39,31,9,1,17,20,132,.543,.167,.757,40.8,26.4,7.8,6.2,1.8,0.2,drexlcl01
2,Jerome Kersey,27,5,206,35,74,0,2,25,32,10,25,35,6,3,3,8,23,95,.473,.000,.781,41.2,19.0,7.0,1.2,0.6,0.6,kerseje01
3,Terry Porter,26,5,206,24,61,7,25,40,45,4,9,13,42,10,1,22,17,95,.393,.280,.889,41.2,19.0,2.6,8.4,2.0,0.2,portete01
4,Kevin Duckworth,25,5,149,34,65,0,0,10,15,4,24,28,0,1,2,15,21,78,.523,,.667,29.8,15.6,5.6,0.0,0.2,0.4,duckwke01
5,Buck Williams,29,5,192,20,43,0,0,16,25,12,33,45,9,3,1,8,17,56,.465,,.640,38.4,11.2,9.0,1.8,0.6,0.2,willibu01
6,Clifford Robinson,23,5,82,8,32,0,1,3,6,5,7,12,4,4,4,2,15,19,.250,.000,.500,16.4,3.8,2.4,0.8,0.8,0.8,robincl02
7,Danny Young,27,5,78,6,15,2,6,1,3,1,6,7,8,3,1,4,11,15,.400,.333,.333,15.6,3.0,1.4,1.6,0.6,0.2,youngda01
8,Dražen Petrović,25,4,29,5,14,0,1,0,0,0,1,1,2,1,0,3,9,10,.357,.000,,7.3,2.5,0.3,0.5,0.3,0.0,petrodr01
9,Wayne Cooper,33,5,70,4,12,0,0,1,4,7,13,20,1,2,4,2,13,9,.333,,.250,14.0,1.8,4.0,0.2,0.4,0.8,coopewa01
10,Mark Bryant,24,2,9,0,0,0,0,1,2,1,1,2,0,0,0,1,3,1,,,.500,4.5,0.5,1.0,0.0,0.0,0.0,bryanma01
